Number,Type,Congress,Title,Url,Sponsor,Subject,Text Access
5349,HR,117,"To designate the facility of the United States Postal Service located at 1550 State Road S-38-211 in Orangeburg, South Carolina, as the ""J.I. Washington Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5349?format=xml,"Rep. Clyburn, James E. [D-SC-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5349/BILLS-117hr5349enr.xml
5659,HR,117,"To designate the facility of the United States Postal Service located at 1961 North C Street in Oxnard, California, as the ""John R. Hatcher III Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5659?format=xml,"Rep. Brownley, Julia [D-CA-26]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5659/BILLS-117hr5659enr.xml
6220,HR,117,"To designate the facility of the United States Postal Service located at 100 3rd Avenue Northwest in Perham, Minnesota, as the ""Charles P. Nord Post Office"".",https://api.congress.gov/v3/bill/117/hr/6220?format=xml,"Rep. Fischbach, Michelle [R-MN-7]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6220/BILLS-117hr6220enr.xml
4899,HR,117,"To designate the facility of the United States Postal Service located at 10 Broadway Street West, in Akeley, Minnesota, as the ""Neal Kenneth Todd Post Office"".",https://api.congress.gov/v3/bill/117/hr/4899?format=xml,"Rep. Stauber, Pete [R-MN-8]",Government Operations and Politics,https://www.congress.gov/117/bills/hr4899/BILLS-117hr4899enr.xml
7181,HR,117,Human Trafficking Prevention Act of 2022,https://api.congress.gov/v3/bill/117/hr/7181?format=xml,"Rep. Jeffries, Hakeem S. [D-NY-8]",Transportation and Public Works,https://www.congress.gov/117/bills/hr7181/BILLS-117hr7181enr.xml
4881,HR,117,Old Pascua Community Land Acquisition Act,https://api.congress.gov/v3/bill/117/hr/4881?format=xml,"Rep. Grijalva, Raúl M. [D-AZ-3]",Native Americans,https://www.congress.gov/117/bills/hr4881/BILLS-117hr4881enr.xml
7299,HR,117,SVAC Act of 2022,https://api.congress.gov/v3/bill/117/hr/7299?format=xml,"Rep. Mrvan, Frank J. [D-IN-1]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr7299/BILLS-117hr7299enr.xml
4622,HR,117,"To designate the facility of the United States Postal Service located at 226 North Main Street in Roseville, Ohio, as the ""Ronald E. Rosser Post Office"".",https://api.congress.gov/v3/bill/117/hr/4622?format=xml,"Rep. Balderson, Troy [R-OH-12]",Government Operations and Politics,https://www.congress.gov/117/bills/hr4622/BILLS-117hr4622enr.xml
4250,HR,117,War Crimes Rewards Expansion Act,https://api.congress.gov/v3/bill/117/hr/4250?format=xml,"Rep. Foxx, Virginia [R-NC-5]",International Affairs,https://www.congress.gov/117/bills/hr4250/BILLS-117hr4250enr.xml
6080,HR,117,"To designate the facility of the United States Postal Service located at 5420 Kavanaugh Boulevard in Little Rock, Arkansas, as the ""Ronald A. Robinson Post Office"".",https://api.congress.gov/v3/bill/117/hr/6080?format=xml,"Rep. Hill, J. French [R-AR-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6080/BILLS-117hr6080enr.xml
6218,HR,117,"To designate the facility of the United States Postal Service located at 317 Blattner Drive in Avon, Minnesota, as the ""W.O.C. Kort Miller Plantenberg Post Office"".",https://api.congress.gov/v3/bill/117/hr/6218?format=xml,"Rep. Emmer, Tom [R-MN-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6218/BILLS-117hr6218enr.xml
6064,HR,117,"To direct the Secretary of Veterans Affairs to seek to enter into an agreement with the National Academies of Sciences, Engineering, and Medicine for a review of examinations, furnished by the Secretary, to individuals who submit claims to the Secretary for compensation under chapter 11 of title 38, United States Code, for mental and physical conditions linked to military sexual trauma.",https://api.congress.gov/v3/bill/117/hr/6064?format=xml,"Rep. Nehls, Troy E. [R-TX-22]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr6064/BILLS-117hr6064enr.xml
6221,HR,117,"To designate the facility of the United States Postal Service located at 155 Main Avenue West in Winsted, Minnesota, as the ""James A. Rogers Jr. Post Office"".",https://api.congress.gov/v3/bill/117/hr/6221?format=xml,"Rep. Fischbach, Michelle [R-MN-7]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6221/BILLS-117hr6221enr.xml
6267,HR,117,"To designate the facility of the United States Postal Service located at 15 Chestnut Street in Suffern, New York, as the ""Sergeant Gerald T. 'Jerry' Donnellan Post Office"".",https://api.congress.gov/v3/bill/117/hr/6267?format=xml,"Rep. Jones, Mondaire [D-NY-17]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6267/BILLS-117hr6267enr.xml
6427,HR,117,Red River National Wildlife Refuge Boundary Modification Act,https://api.congress.gov/v3/bill/117/hr/6427?format=xml,"Rep. Johnson, Mike [R-LA-4]",Public Lands and Natural Resources,https://www.congress.gov/117/bills/hr6427/BILLS-117hr6427enr.xml
5973,HR,117,Great Lakes Fish and Wildlife Restoration Reauthorization Act of 2022,https://api.congress.gov/v3/bill/117/hr/5973?format=xml,"Rep. Dingell, Debbie [D-MI-12]",Environmental Protection,https://www.congress.gov/117/bills/hr5973/BILLS-117hr5973enr.xml
6042,HR,117,"To designate the facility of the United States Postal Service located at 213 William Hilton Parkway in Hilton Head Island, South Carolina, as the ""Caesar H. Wright Jr. Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/6042?format=xml,"Rep. Mace, Nancy [R-SC-1]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6042/BILLS-117hr6042enr.xml
6961,HR,117,Dignity for MST Survivors Act,https://api.congress.gov/v3/bill/117/hr/6961?format=xml,"Rep. Mrvan, Frank J. [D-IN-1]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr6961/BILLS-117hr6961enr.xml
6917,HR,117,"To designate the facility of the United States Postal Service located at 301 East Congress Parkway in Crystal Lake, Illinois, as the ""Ryan J. Cummings Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/6917?format=xml,"Rep. Casten, Sean [D-IL-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6917/BILLS-117hr6917enr.xml
5952,HR,117,"To designate the facility of the United States Postal Service located at 123 East Main Street, in Vergas, Minnesota, as the ""Jon Glawe Post Office"".",https://api.congress.gov/v3/bill/117/hr/5952?format=xml,"Rep. Fischbach, Michelle [R-MN-7]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5952/BILLS-117hr5952enr.xml
5943,HR,117,"To designate the outpatient clinic of the Department of Veterans Affairs in Greenville, South Carolina, as the ""Lance Corporal Dana Cornell Darnell VA Clinic"".",https://api.congress.gov/v3/bill/117/hr/5943?format=xml,"Rep. Timmons, William R. IV [R-SC-4]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr5943/BILLS-117hr5943enr.xml
5900,HR,117,"To designate the facility of the United States Postal Service located at 2016 East 1st Street in Los Angeles, California, as the ""Marine Corps Reserve PVT Jacob Cruz Post Office"".",https://api.congress.gov/v3/bill/117/hr/5900?format=xml,"Rep. Gomez, Jimmy [D-CA-34]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5900/BILLS-117hr5900enr.xml
5961,HR,117,"To make revisions in title 5, United States Code, as necessary to keep the title current, and to make technical amendments to improve the United States Code.",https://api.congress.gov/v3/bill/117/hr/5961?format=xml,"Rep. Neguse, Joe [D-CO-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5961/BILLS-117hr5961enr.xml
7735,HR,117,Improving Access to the VA Home Loan Benefit Act of 2022,https://api.congress.gov/v3/bill/117/hr/7735?format=xml,"Rep. Bost, Mike [R-IL-12]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr7735/BILLS-117hr7735enr.xml
7638,HR,117,"To designate the facility of the United States Postal Service located at 6000 South Florida Avenue in Lakeland, Florida, as the ""U.S. Marine Corporal Ronald R. Payne Jr. Post Office"".",https://api.congress.gov/v3/bill/117/hr/7638?format=xml,"Rep. Franklin, C. Scott [R-FL-15]",Government Operations and Politics,https://www.congress.gov/117/bills/hr7638/BILLS-117hr7638enr.xml
7519,HR,117,"To designate the facility of the United States Postal Service located at 2050 South Boulevard in Bloomfield Township, Michigan, as the ""Dr. Ezra S. Parke Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/7519?format=xml,"Rep. Levin, Andy [D-MI-9]",Government Operations and Politics,https://www.congress.gov/117/bills/hr7519/BILLS-117hr7519enr.xml
7518,HR,117,"To designate the facility of the United States Postal Service located at 23200 John R Road in Hazel Park, Michigan, as the ""Roy E. Dickens Post Office"".",https://api.congress.gov/v3/bill/117/hr/7518?format=xml,"Rep. Levin, Andy [D-MI-9]",Government Operations and Politics,https://www.congress.gov/117/bills/hr7518/BILLS-117hr7518enr.xml
6630,HR,117,"To designate the facility of the United States Postal Service located at 1400 N Kraemer Blvd. in Placentia, California, as the ""PFC Jang Ho Kim Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/6630?format=xml,"Rep. Kim, Young [R-CA-39]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6630/BILLS-117hr6630enr.xml
7514,HR,117,"To designate the facility of the United States Postal Service located at 345 South Main Street in Butler, Pennsylvania, as the ""Andrew Gomer Williams Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/7514?format=xml,"Rep. Kelly, Mike [R-PA-16]",Government Operations and Politics,https://www.congress.gov/117/bills/hr7514/BILLS-117hr7514enr.xml
7335,HR,117,MST Claims Coordination Act,https://api.congress.gov/v3/bill/117/hr/7335?format=xml,"Rep. Luria, Elaine G. [D-VA-2]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr7335/BILLS-117hr7335enr.xml
3285,HR,117,21st Century President Act,https://api.congress.gov/v3/bill/117/hr/3285?format=xml,"Rep. Pocan, Mark [D-WI-2]",Crime and Law Enforcement,https://www.congress.gov/117/bills/hr3285/BILLS-117hr3285enr.xml
441,HR,117,Don Young Alaska Native Health Care Land Transfers Act of 2022,https://api.congress.gov/v3/bill/117/hr/441?format=xml,"Rep. Young, Don [R-AK-At Large]",Native Americans,https://www.congress.gov/117/bills/hr441/BILLS-117hr441enr.xml
203,HR,117,"To designate the facility of the United States Postal Service located at 4020 Broadway Street in Houston, Texas, as the ""Benny C. Martinez Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/203?format=xml,"Rep. Garcia, Sylvia R. [D-TX-29]",Government Operations and Politics,https://www.congress.gov/117/bills/hr203/BILLS-117hr203enr.xml
1095,HR,117,"To designate the facility of the United States Postal Service located at 101 South Willowbrook Avenue in Compton, California, as the ""PFC James Anderson, Jr., Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/1095?format=xml,"Rep. Barragan, Nanette Diaz [D-CA-44]",Government Operations and Politics,https://www.congress.gov/117/bills/hr1095/BILLS-117hr1095enr.xml
478,HR,117,Blackwater Trading Post Land Transfer Act,https://api.congress.gov/v3/bill/117/hr/478?format=xml,"Rep. O'Halleran, Tom [D-AZ-1]",Native Americans,https://www.congress.gov/117/bills/hr478/BILLS-117hr478enr.xml
785,HR,117,"For the relief of Maria Isabel Bueso Barrera, Alberto Bueso Mendoza, and Karla Maria Barrera De Bueso.",https://api.congress.gov/v3/bill/117/hr/785?format=xml,"Rep. DeSaulnier, Mark [D-CA-11]",,https://www.congress.gov/117/bills/hr785/BILLS-117hr785enr.xml
681,HR,117,For the relief of Rebecca Trimble.,https://api.congress.gov/v3/bill/117/hr/681?format=xml,"Rep. Young, Don [R-AK-At Large]",,https://www.congress.gov/117/bills/hr681/BILLS-117hr681enr.xml
3875,S,117,Community Disaster Resilience Zones Act of 2022,https://api.congress.gov/v3/bill/117/s/3875?format=xml,"Sen. Peters, Gary C. [D-MI]",Emergency Management,https://www.congress.gov/117/bills/s3875/BILLS-117s3875enr.xml
1617,S,117,Disaster Assistance for Rural Communities Act,https://api.congress.gov/v3/bill/117/s/1617?format=xml,"Sen. Risch, James E. [R-ID]",Commerce,https://www.congress.gov/117/bills/s1617/BILLS-117s1617enr.xml
314,S,117,Klamath Tribe Judgment Fund Repeal Act,https://api.congress.gov/v3/bill/117/s/314?format=xml,"Sen. Merkley, Jeff [D-OR]",Native Americans,https://www.congress.gov/117/bills/s314/BILLS-117s314enr.xml
3092,S,117,FIRE Act,https://api.congress.gov/v3/bill/117/s/3092?format=xml,"Sen. Padilla, Alex [D-CA]",Emergency Management,https://www.congress.gov/117/bills/s3092/BILLS-117s3092enr.xml
3115,S,117,POWER 2.0 Act,https://api.congress.gov/v3/bill/117/s/3115?format=xml,"Sen. Sullivan, Dan [R-AK]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s3115/BILLS-117s3115enr.xml
4834,S,117,PROTECT Our Children Act of 2022,https://api.congress.gov/v3/bill/117/s/4834?format=xml,"Sen. Cornyn, John [R-TX]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s4834/BILLS-117s4834enr.xml
3662,S,117,Preventing PFAS Runoff at Airports Act,https://api.congress.gov/v3/bill/117/s/3662?format=xml,"Sen. Peters, Gary C. [D-MI]",Transportation and Public Works,https://www.congress.gov/117/bills/s3662/BILLS-117s3662enr.xml
3462,HR,117,SBA Cyber Awareness Act,https://api.congress.gov/v3/bill/117/hr/3462?format=xml,"Rep. Crow, Jason [D-CO-6]",Commerce,https://www.congress.gov/117/bills/hr3462/BILLS-117hr3462enr.xml
3499,S,117,"A bill to amend the Post-Katrina Emergency Management Reform Act of 2006 to repeal certain obsolete requirements, and for other purposes.",https://api.congress.gov/v3/bill/117/s/3499?format=xml,"Sen. Peters, Gary C. [D-MI]",Emergency Management,https://www.congress.gov/117/bills/s3499/BILLS-117s3499enr.xml
2220,HR,117,"To amend title 40, United States Code, to modify the treatment of certain bargain-price options to purchase at less than fair market value, and for other purposes.",https://api.congress.gov/v3/bill/117/hr/2220?format=xml,"Rep. Guest, Michael [R-MS-3]",Government Operations and Politics,https://www.congress.gov/117/bills/hr2220/BILLS-117hr2220enr.xml
310,HR,117,"To posthumously award the Congressional Gold Medal, collectively, to Glen Doherty, Tyrone Woods, J. Christopher Stevens, and Sean Smith, in recognition of their contributions to the Nation.",https://api.congress.gov/v3/bill/117/hr/310?format=xml,"Rep. Lynch, Stephen F. [D-MA-8]",International Affairs,https://www.congress.gov/117/bills/hr310/BILLS-117hr310enr.xml
2796,S,117,Rural Opioid Abuse Prevention Act,https://api.congress.gov/v3/bill/117/s/2796?format=xml,"Sen. Ossoff, Jon [D-GA]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s2796/BILLS-117s2796enr.xml
7535,HR,117,Quantum Computing Cybersecurity Preparedness Act,https://api.congress.gov/v3/bill/117/hr/7535?format=xml,"Rep. Khanna, Ro [D-CA-17]",Government Operations and Politics,https://www.congress.gov/117/bills/hr7535/BILLS-117hr7535enr.xml
2930,HR,117,Safeguard Tribal Objects of Patrimony Act of 2021,https://api.congress.gov/v3/bill/117/hr/2930?format=xml,"Rep. Leger Fernandez, Teresa [D-NM-3]",Native Americans,https://www.congress.gov/117/bills/hr2930/BILLS-117hr2930enr.xml
5796,HR,117,Patents for Humanity Act of 2022,https://api.congress.gov/v3/bill/117/hr/5796?format=xml,"Rep. Jeffries, Hakeem S. [D-NY-8]",Commerce,https://www.congress.gov/117/bills/hr5796/BILLS-117hr5796enr.xml
263,HR,117,Big Cat Public Safety Act,https://api.congress.gov/v3/bill/117/hr/263?format=xml,"Rep. Quigley, Mike [D-IL-5]",Animals,https://www.congress.gov/117/bills/hr263/BILLS-117hr263enr.xml
231,S,117,PFAS Act,https://api.congress.gov/v3/bill/117/s/231?format=xml,"Sen. Peters, Gary C. [D-MI]",Emergency Management,https://www.congress.gov/117/bills/s231/BILLS-117s231enr.xml
198,S,117,Data Mapping to Save Moms' Lives Act,https://api.congress.gov/v3/bill/117/s/198?format=xml,"Sen. Rosen, Jacky [D-NV]",Health,https://www.congress.gov/117/bills/s198/BILLS-117s198enr.xml
1193,HR,117,Cardiovascular Advances in Research and Opportunities Legacy Act,https://api.congress.gov/v3/bill/117/hr/1193?format=xml,"Rep. Barr, Andy [R-KY-6]",Health,https://www.congress.gov/117/bills/hr1193/BILLS-117hr1193enr.xml
7077,HR,117,Empowering the U.S. Fire Administration Act,https://api.congress.gov/v3/bill/117/hr/7077?format=xml,"Rep. Torres, Ritchie [D-NY-15]",Emergency Management,https://www.congress.gov/117/bills/hr7077/BILLS-117hr7077enr.xml
5060,S,117,Paul D. Wellstone Building Act of 2022,https://api.congress.gov/v3/bill/117/s/5060?format=xml,"Sen. Klobuchar, Amy [D-MN]",Government Operations and Politics,https://www.congress.gov/117/bills/s5060/BILLS-117s5060enr.xml
6863,HR,117,"To designate the medical center of the Department of Veterans Affairs in Memphis, Tennessee, as the ""Lt. Col. Luke Weathers, Jr. VA Medical Center"".",https://api.congress.gov/v3/bill/117/hr/6863?format=xml,"Rep. Cohen, Steve [D-TN-9]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr6863/BILLS-117hr6863enr.xml
7903,HR,117,"To designate the Department of Veterans Affairs community-based outpatient clinic located in Canton, Michigan, as the ""Major General Oliver W. Dillard VA Clinic"".",https://api.congress.gov/v3/bill/117/hr/7903?format=xml,"Rep. Stevens, Haley M. [D-MI-11]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr7903/BILLS-117hr7903enr.xml
6722,HR,117,"To designate the Department of Veterans Affairs community-based outpatient clinic in French Camp, California, as the ""Richard A. Pittman VA Clinic"".",https://api.congress.gov/v3/bill/117/hr/6722?format=xml,"Rep. McNerney, Jerry [D-CA-9]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr6722/BILLS-117hr6722enr.xml
3825,S,117,"A bill to designate the facility of the United States Postal Service located at 3903 Melear Drive in Arlington, Texas, as the ""Ron Wright Post Office Building"".",https://api.congress.gov/v3/bill/117/s/3825?format=xml,"Sen. Cornyn, John [R-TX]",Government Operations and Politics,https://www.congress.gov/117/bills/s3825/BILLS-117s3825enr.xml
4017,S,117,"A bill to designate the United States courthouse located at 111 South Highland Avenue in Jackson, Tennessee, as the ""James D. Todd United States Courthouse"", and for other purposes.",https://api.congress.gov/v3/bill/117/s/4017?format=xml,"Sen. Blackburn, Marsha [R-TN]",Government Operations and Politics,https://www.congress.gov/117/bills/s4017/BILLS-117s4017enr.xml
4052,S,117,Early Hearing Detection and Intervention Act of 2022,https://api.congress.gov/v3/bill/117/s/4052?format=xml,"Sen. Portman, Rob [R-OH]",Health,https://www.congress.gov/117/bills/s4052/BILLS-117s4052enr.xml
6614,HR,117,"To designate the facility of the United States Postal Service located at 4744 Grand River Avenue in Detroit, Michigan, as the ""Rosa Louise McCauley Parks Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/6614?format=xml,"Rep. Tlaib, Rashida [D-MI-13]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6614/BILLS-117hr6614enr.xml
228,HR,117,"To designate the facility of the United States Postal Service located at 2141 Ferry Street in Anderson, California, as the ""Norma Comnick Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/228?format=xml,"Rep. LaMalfa, Doug [R-CA-1]",Government Operations and Politics,https://www.congress.gov/117/bills/hr228/BILLS-117hr228enr.xml
700,HR,117,"To designate the facility of the United States Postal Service located at 303 East Mississippi Avenue in Elwood, Illinois, as the ""Lawrence M. 'Larry' Walsh Sr. Post Office"".",https://api.congress.gov/v3/bill/117/hr/700?format=xml,"Rep. Foster, Bill [D-IL-11]",Government Operations and Politics,https://www.congress.gov/117/bills/hr700/BILLS-117hr700enr.xml
3175,HR,117,"To designate the facility of the United States Postal Service located at 135 Main Street in Biloxi, Mississippi, as the ""Robert S. McKeithen Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/3175?format=xml,"Rep. Palazzo, Steven M. [R-MS-4]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3175/BILLS-117hr3175enr.xml
5481,HR,117,"To name the Department of Veterans Affairs community-based outpatient clinic in Forest City,   North Carolina, as the ""Master Sergeant Jerry K. Crump VA Clinic"".",https://api.congress.gov/v3/bill/117/hr/5481?format=xml,"Rep. Foxx, Virginia [R-NC-5]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr5481/BILLS-117hr5481enr.xml
4359,S,117,Senator Johnny Isakson VA Regional Office Act of 2022,https://api.congress.gov/v3/bill/117/s/4359?format=xml,"Sen. Ossoff, Jon [D-GA]",Armed Forces and National Security,https://www.congress.gov/117/bills/s4359/BILLS-117s4359enr.xml
3369,S,117,Max Cleland VA Medical Center Act,https://api.congress.gov/v3/bill/117/s/3369?format=xml,"Sen. Warnock, Raphael G. [D-GA]",Armed Forces and National Security,https://www.congress.gov/117/bills/s3369/BILLS-117s3369enr.xml
521,HR,117,First Responder Fair RETIRE Act,https://api.congress.gov/v3/bill/117/hr/521?format=xml,"Rep. Connolly, Gerald E. [D-VA-11]",Government Operations and Politics,https://www.congress.gov/117/bills/hr521/BILLS-117hr521enr.xml
4524,S,117,Speak Out Act,https://api.congress.gov/v3/bill/117/s/4524?format=xml,"Sen. Gillibrand, Kirsten E. [D-NY]",Law,https://www.congress.gov/117/bills/s4524/BILLS-117s4524enr.xml
2159,S,117,"A bill to designate the community-based outpatient clinic of the Department of Veterans Affairs located at 400 College Drive, Middleburg, Florida, as the ""Andrew K. Baker Department of Veterans Affairs Clinic"", and for other purposes.",https://api.congress.gov/v3/bill/117/s/2159?format=xml,"Sen. Rubio, Marco [R-FL]",Armed Forces and National Security,https://www.congress.gov/117/bills/s2159/BILLS-117s2159enr.xml
3510,S,117,Disaster Resiliency Planning Act,https://api.congress.gov/v3/bill/117/s/3510?format=xml,"Sen. Peters, Gary C. [D-MI]",Emergency Management,https://www.congress.gov/117/bills/s3510/BILLS-117s3510enr.xml
3655,S,117,Civil Rights Cold Case Investigations Support Act of 2022,https://api.congress.gov/v3/bill/117/s/3655?format=xml,"Sen. Ossoff, Jon [D-GA]","Civil Rights and Liberties, Minority Issues",https://www.congress.gov/117/bills/s3655/BILLS-117s3655enr.xml
3826,S,117,"A bill to designate the facility of the United States Postal Service located at 1304 4th Avenue in Canyon, Texas, as the ""Gary James Fletcher Post Office Building"".",https://api.congress.gov/v3/bill/117/s/3826?format=xml,"Sen. Cornyn, John [R-TX]",Government Operations and Politics,https://www.congress.gov/117/bills/s3826/BILLS-117s3826enr.xml
3884,S,117,"A bill to designate the facility of the United States Postal Service located at 404 U.S. Highway 41 North in Baraga, Michigan, as the ""Cora Reynolds Anderson Post Office"".",https://api.congress.gov/v3/bill/117/s/3884?format=xml,"Sen. Peters, Gary C. [D-MI]",Government Operations and Politics,https://www.congress.gov/117/bills/s3884/BILLS-117s3884enr.xml
100,HJRES,117,To provide for a resolution with respect to the unresolved disputes between certain railroads represented by the National Carriers' Conference Committee of the National Railway Labor Conference and certain of their employees.,https://api.congress.gov/v3/bill/117/hjres/100?format=xml,"Rep. Payne, Donald M., Jr. [D-NJ-10]",Labor and Employment,https://www.congress.gov/117/bills/hjres100/BILLS-117hjres100enr.xml
4693,HR,117,Global Malnutrition Prevention and Treatment Act of 2021,https://api.congress.gov/v3/bill/117/hr/4693?format=xml,"Rep. McCaul, Michael T. [R-TX-10]",International Affairs,https://www.congress.gov/117/bills/hr4693/BILLS-117hr4693enr.xml
2771,S,117,"A bill to designate the community-based outpatient clinic of the Department of Veterans Affairs in San Angelo, Texas, as the ""Colonel Charles and JoAnne Powell Department of Veterans Affairs Clinic"".",https://api.congress.gov/v3/bill/117/s/2771?format=xml,"Sen. Cornyn, John [R-TX]",Armed Forces and National Security,https://www.congress.gov/117/bills/s2771/BILLS-117s2771enr.xml
4205,S,117,PAW Act,https://api.congress.gov/v3/bill/117/s/4205?format=xml,"Sen. Peters, Gary C. [D-MI]",Emergency Management,https://www.congress.gov/117/bills/s4205/BILLS-117s4205enr.xml
4791,S,117,"A bill to amend section 301 of title 44, United States Code, to establish a term for the appointment of the Director of the Government Publishing Office.",https://api.congress.gov/v3/bill/117/s/4791?format=xml,"Sen. Blunt, Roy [R-MO]",Government Operations and Politics,https://www.congress.gov/117/bills/s4791/BILLS-117s4791enr.xml
2794,S,117,Supporting Families of the Fallen Act,https://api.congress.gov/v3/bill/117/s/2794?format=xml,"Sen. Tuberville, Tommy [R-AL]",Armed Forces and National Security,https://www.congress.gov/117/bills/s2794/BILLS-117s2794enr.xml
442,S,117,BRIGHT Act,https://api.congress.gov/v3/bill/117/s/442?format=xml,"Sen. Peters, Gary C. [D-MI]",Government Operations and Politics,https://www.congress.gov/117/bills/s442/BILLS-117s442enr.xml
958,S,117,Maximizing Outcomes through Better Investments in Lifesaving Equipment for (MOBILE) Health Care Act,https://api.congress.gov/v3/bill/117/s/958?format=xml,"Sen. Rosen, Jacky [D-NV]",Health,https://www.congress.gov/117/bills/s958/BILLS-117s958enr.xml
1198,S,117,Solid Start Act of 2022,https://api.congress.gov/v3/bill/117/s/1198?format=xml,"Sen. Hassan, Margaret Wood [D-NH]",Armed Forces and National Security,https://www.congress.gov/117/bills/s1198/BILLS-117s1198enr.xml
516,S,117,Advanced Air Mobility Coordination and Leadership Act,https://api.congress.gov/v3/bill/117/s/516?format=xml,"Sen. Moran, Jerry [R-KS]",Transportation and Public Works,https://www.congress.gov/117/bills/s516/BILLS-117s516enr.xml
2490,S,117,Blackwell School National Historic Site Act,https://api.congress.gov/v3/bill/117/s/2490?format=xml,"Sen. Cornyn, John [R-TX]",Public Lands and Natural Resources,https://www.congress.gov/117/bills/s2490/BILLS-117s2490enr.xml
169,S,117,ARTS Act,https://api.congress.gov/v3/bill/117/s/169?format=xml,"Sen. Tillis, Thomas [R-NC]",Commerce,https://www.congress.gov/117/bills/s169/BILLS-117s169enr.xml
2551,S,117,AI Training Act,https://api.congress.gov/v3/bill/117/s/2551?format=xml,"Sen. Peters, Gary C. [D-MI]",Government Operations and Politics,https://www.congress.gov/117/bills/s2551/BILLS-117s2551enr.xml
91,HR,117,"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the ""Private First Class Barrett Lyle Austin Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/91?format=xml,"Rep. Duncan, Jeff [R-SC-3]",Government Operations and Politics,https://www.congress.gov/117/bills/hr91/BILLS-117hr91enr.xml
5809,HR,117,"To designate the facility of the United States Postal Service located at 1801 Town and Country Drive in Norco, California, as the ""Lance Corporal Kareem Nikoui Memorial Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5809?format=xml,"Rep. Calvert, Ken [R-CA-42]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5809/BILLS-117hr5809enr.xml
92,HR,117,"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the ""Specialist Four Charles Johnson Post Office"".",https://api.congress.gov/v3/bill/117/hr/92?format=xml,"Rep. Duncan, Jeff [R-SC-3]",Government Operations and Politics,https://www.congress.gov/117/bills/hr92/BILLS-117hr92enr.xml
2142,HR,117,"To designate the facility of the United States Postal Service located at 170 Manhattan Avenue in Buffalo, New York, as the ""Indiana Hunt-Martin Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/2142?format=xml,"Rep. Higgins, Brian [D-NY-26]",Government Operations and Politics,https://www.congress.gov/117/bills/hr2142/BILLS-117hr2142enr.xml
3508,HR,117,"To designate the facility of the United States Postal Service located at 39 West Main Street, in Honeoye Falls, New York, as the ""CW4 Christian J. Koch Memorial Post Office"".",https://api.congress.gov/v3/bill/117/hr/3508?format=xml,"Rep. Jacobs, Chris [R-NY-27]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3508/BILLS-117hr3508enr.xml
3539,HR,117,"To designate the facility of the United States Postal Service located at 223 West Chalan Santo Papa in Hagatna, Guam, as the ""Atanasio Taitano Perez Post Office"".",https://api.congress.gov/v3/bill/117/hr/3539?format=xml,"Del. San Nicolas, Michael F. Q. [D-GU-At Large]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3539/BILLS-117hr3539enr.xml
