division_number,division_header,title_number,title_header,subtitle,part,section_number,section_header,text
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50101.,Technical assistance and grants for emergencies affecting public water systems,"(6) (6) by inserting after subsection (e) the following: (f) (f) State-based nonprofit organizations (1) (1) In general The Administrator may provide technical assistance consistent with the authority provided under subsection (e) to State-based nonprofit organizations that are governed by community water systems. (2) (2) Communication Each State-based nonprofit organization that receives funding under paragraph (1) shall, before using that funding to undertake activities to carry out this subsection, consult with the State in which the assistance is to be expended or otherwise made available. .."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50101.,Technical assistance and grants for emergencies affecting public water systems,"(f) (f) State-based nonprofit organizations (1) (1) In general The Administrator may provide technical assistance consistent with the authority provided under subsection (e) to State-based nonprofit organizations that are governed by community water systems. (2) (2) Communication Each State-based nonprofit organization that receives funding under paragraph (1) shall, before using that funding to undertake activities to carry out this subsection, consult with the State in which the assistance is to be expended or otherwise made available.."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50101.,Technical assistance and grants for emergencies affecting public water systems,(1) (1) In general The Administrator may provide technical assistance consistent with the authority provided under subsection (e) to State-based nonprofit organizations that are governed by community water systems..
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50101.,Technical assistance and grants for emergencies affecting public water systems,"(2) (2) Communication Each State-based nonprofit organization that receives funding under paragraph (1) shall, before using that funding to undertake activities to carry out this subsection, consult with the State in which the assistance is to be expended or otherwise made available.."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(a) (a) Drinking water State revolving funds capitalization grant reauthorization Section 1452 of the Safe Drinking Water Act ( 42 U.S.C. 300j–12 ) is amended— (1) (1) in subsection (a)(4)(A), by striking During fiscal years 2019 through 2023, funds and inserting Funds ; (2) (2) in subsection (m)(1) — (A) (A) in subparagraph (B), by striking and ; (B) (B) in subparagraph (C), by striking the period at the end and inserting a semicolon; and (C) (C) by adding at the end the following: (D) (D) $2,400,000,000 for fiscal year 2022; (E) (E) $2,750,000,000 for fiscal year 2023; (F) (F) $3,000,000,000 for fiscal year 2024; and (G) (G) $3,250,000,000 for each of fiscal years 2025 and 2026. ; and (3) (3) in subsection (q), by striking 2016 through 2021 and inserting 2022 through 2026 .."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(1) (1) in subsection (a)(4)(A), by striking During fiscal years 2019 through 2023, funds and inserting Funds ;."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(2) (2) in subsection (m)(1) — (A) (A) in subparagraph (B), by striking and ; (B) (B) in subparagraph (C), by striking the period at the end and inserting a semicolon; and (C) (C) by adding at the end the following: (D) (D) $2,400,000,000 for fiscal year 2022; (E) (E) $2,750,000,000 for fiscal year 2023; (F) (F) $3,000,000,000 for fiscal year 2024; and (G) (G) $3,250,000,000 for each of fiscal years 2025 and 2026. ; and."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(A) (A) in subparagraph (B), by striking and ;."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(B) (B) in subparagraph (C), by striking the period at the end and inserting a semicolon; and."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(C) (C) by adding at the end the following: (D) (D) $2,400,000,000 for fiscal year 2022; (E) (E) $2,750,000,000 for fiscal year 2023; (F) (F) $3,000,000,000 for fiscal year 2024; and (G) (G) $3,250,000,000 for each of fiscal years 2025 and 2026. ; and."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(D) (D) $2,400,000,000 for fiscal year 2022;."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(E) (E) $2,750,000,000 for fiscal year 2023;."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(F) (F) $3,000,000,000 for fiscal year 2024; and."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(G) (G) $3,250,000,000 for each of fiscal years 2025 and 2026.."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(3) (3) in subsection (q), by striking 2016 through 2021 and inserting 2022 through 2026 .."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(b) (b) Assistance for disadvantaged communities Section 1452(d) of the Safe Drinking Water Act ( 42 U.S.C. 300j–12(d) ) is amended— (1) (1) in paragraph (1)— (A) (A) by striking Notwithstanding any and inserting the following: (A) (A) In general Notwithstanding any ; (B) (B) in subparagraph (A) (as so designated), by inserting , grants, negative interest loans, other loan forgiveness, and through buying, refinancing, or restructuring debt after forgiveness of principal ; and (C) (C) by adding at the end the following: (B) (B) Exclusion A loan from a State loan fund with an interest rate equal to or greater than 0 percent shall not be considered additional subsidization for purposes of this subsection. ; and (2) (2) in paragraph (2), by striking subparagraph (B) and inserting the following: (B) (B) to the extent that there are sufficient applications for loans to communities described in paragraph (1), may not be less than 12 percent. .."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(1) (1) in paragraph (1)— (A) (A) by striking Notwithstanding any and inserting the following: (A) (A) In general Notwithstanding any ; (B) (B) in subparagraph (A) (as so designated), by inserting , grants, negative interest loans, other loan forgiveness, and through buying, refinancing, or restructuring debt after forgiveness of principal ; and (C) (C) by adding at the end the following: (B) (B) Exclusion A loan from a State loan fund with an interest rate equal to or greater than 0 percent shall not be considered additional subsidization for purposes of this subsection. ; and."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,(A) (A) by striking Notwithstanding any and inserting the following: (A) (A) In general Notwithstanding any ;.
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,(A) (A) In general Notwithstanding any.
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(B) (B) in subparagraph (A) (as so designated), by inserting , grants, negative interest loans, other loan forgiveness, and through buying, refinancing, or restructuring debt after forgiveness of principal ; and."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,(C) (C) by adding at the end the following: (B) (B) Exclusion A loan from a State loan fund with an interest rate equal to or greater than 0 percent shall not be considered additional subsidization for purposes of this subsection. ; and.
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,(B) (B) Exclusion A loan from a State loan fund with an interest rate equal to or greater than 0 percent shall not be considered additional subsidization for purposes of this subsection..
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(2) (2) in paragraph (2), by striking subparagraph (B) and inserting the following: (B) (B) to the extent that there are sufficient applications for loans to communities described in paragraph (1), may not be less than 12 percent. .."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50102.,Drinking water State revolving loan funds,"(B) (B) to the extent that there are sufficient applications for loans to communities described in paragraph (1), may not be less than 12 percent.."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50103.,Source water petition program,"(1) (1) in subsection (a)— (A) (A) in paragraph (1)(A), in the matter preceding clause (i), by striking political subdivision of a State, and inserting political subdivision of a State (including a county that is designated by the State to act on behalf of an unincorporated area within that county, with the agreement of that unincorporated area), ; (B) (B) in paragraph (4)(D)(i), by inserting (including a county that is designated by the State to act on behalf of an unincorporated area within that county) after of the State ; and (C) (C) by adding at the end the following: (5) (5) Savings provision Unless otherwise provided within the agreement, an agreement between an unincorporated area and a county for the county to submit a petition under paragraph (1)(A) on behalf of the unincorporated area shall not authorize the county to act on behalf of the unincorporated area in any matter not within a program under this section. ; and."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50103.,Source water petition program,"(A) (A) in paragraph (1)(A), in the matter preceding clause (i), by striking political subdivision of a State, and inserting political subdivision of a State (including a county that is designated by the State to act on behalf of an unincorporated area within that county, with the agreement of that unincorporated area), ;."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50103.,Source water petition program,"(B) (B) in paragraph (4)(D)(i), by inserting (including a county that is designated by the State to act on behalf of an unincorporated area within that county) after of the State ; and."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50103.,Source water petition program,"(C) (C) by adding at the end the following: (5) (5) Savings provision Unless otherwise provided within the agreement, an agreement between an unincorporated area and a county for the county to submit a petition under paragraph (1)(A) on behalf of the unincorporated area shall not authorize the county to act on behalf of the unincorporated area in any matter not within a program under this section. ; and."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50103.,Source water petition program,"(5) (5) Savings provision Unless otherwise provided within the agreement, an agreement between an unincorporated area and a county for the county to submit a petition under paragraph (1)(A) on behalf of the unincorporated area shall not authorize the county to act on behalf of the unincorporated area in any matter not within a program under this section.."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50103.,Source water petition program,"(2) (2) in subsection (e), in the first sentence, by striking 2021 and inserting 2026 .."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(a) (a) Existing programs Section 1459A of the Safe Drinking Water Act ( 42 U.S.C. 300j–19a ) is amended— (1) (1) in subsection (b)(2)— (A) (A) in subparagraph (B), by striking and at the end; (B) (B) in subparagraph (C), by striking the period at the end and inserting a semicolon; and (C) (C) by adding at the end the following: (D) (D) the purchase of point-of-entry or point-of-use filters and filtration systems that are certified by a third party using science-based test methods for the removal of contaminants of concern; (E) (E) investments necessary for providing accurate and current information about— (i) (i) the need for filtration and filter safety, including proper use and maintenance practices; and (ii) (ii) the options for replacing lead service lines (as defined in section 1459B(a)) and removing other sources of lead in water; and (F) (F) entering into contracts, including contracts with nonprofit organizations that have water system technical expertise, to assist— (i) (i) an eligible entity; or (ii) (ii) the State of an eligible entity, on behalf of that eligible entity. ; (2) (2) in subsection (c), in the matter preceding paragraph (1), by striking An eligible entity and inserting Except for purposes of subsections (j) and (m), an eligible entity ; (3) (3) in subsection (g)(1), by striking to pay not less than 45 percent and inserting except as provided in subsection (l)(5) and subject to subsection (h), to pay not less than 10 percent ; (4) (4) by striking subsection (k) and inserting the following: (k) (k) Authorization of appropriations There are authorized to be appropriated to carry out subsections (a) through (j)— (1) (1) $70,000,000 for fiscal year 2022; (2) (2) $80,000,000 for fiscal year 2023; (3) (3) $100,000,000 for fiscal year 2024; (4) (4) $120,000,000 for fiscal year 2025; and (5) (5) $140,000,000 for fiscal year 2026."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"; and (5) (5) in subsection (l)— (A) (A) in paragraph (2)— (i) (i) by striking The Administrator may and inserting The Administrator shall ; and (ii) (ii) by striking fiscal years 2019 and 2020 and inserting fiscal years 2022 through 2026 ; (B) (B) in paragraph (5), by striking $4,000,000 for each of fiscal years 2019 and 2020 and inserting $25,000,000 for each of fiscal years 2022 through 2026 ; (C) (C) by redesignating paragraph (5) as paragraph (6); and (D) (D) by inserting after paragraph (4) the following: (5) (5) Federal share for small, rural, and disadvantaged communities (A) (A) In general Subject to subparagraph (B), with respect to a program or project that serves an eligible entity and is carried out using a grant under this subsection, the Federal share of the cost of the program or project shall be 90 percent. (B) (B) Waiver The Administrator may increase the Federal share under subparagraph (A) to 100 percent if the Administrator determines that an eligible entity is unable to pay, or would experience significant financial hardship if required to pay, the non-Federal share. .."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(1) (1) in subsection (b)(2)— (A) (A) in subparagraph (B), by striking and at the end; (B) (B) in subparagraph (C), by striking the period at the end and inserting a semicolon; and (C) (C) by adding at the end the following: (D) (D) the purchase of point-of-entry or point-of-use filters and filtration systems that are certified by a third party using science-based test methods for the removal of contaminants of concern; (E) (E) investments necessary for providing accurate and current information about— (i) (i) the need for filtration and filter safety, including proper use and maintenance practices; and (ii) (ii) the options for replacing lead service lines (as defined in section 1459B(a)) and removing other sources of lead in water; and (F) (F) entering into contracts, including contracts with nonprofit organizations that have water system technical expertise, to assist— (i) (i) an eligible entity; or (ii) (ii) the State of an eligible entity, on behalf of that eligible entity. ;."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(A) (A) in subparagraph (B), by striking and at the end;."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(B) (B) in subparagraph (C), by striking the period at the end and inserting a semicolon; and."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(C) (C) by adding at the end the following: (D) (D) the purchase of point-of-entry or point-of-use filters and filtration systems that are certified by a third party using science-based test methods for the removal of contaminants of concern; (E) (E) investments necessary for providing accurate and current information about— (i) (i) the need for filtration and filter safety, including proper use and maintenance practices; and (ii) (ii) the options for replacing lead service lines (as defined in section 1459B(a)) and removing other sources of lead in water; and (F) (F) entering into contracts, including contracts with nonprofit organizations that have water system technical expertise, to assist— (i) (i) an eligible entity; or (ii) (ii) the State of an eligible entity, on behalf of that eligible entity. ;."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,(D) (D) the purchase of point-of-entry or point-of-use filters and filtration systems that are certified by a third party using science-based test methods for the removal of contaminants of concern;.
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(E) (E) investments necessary for providing accurate and current information about— (i) (i) the need for filtration and filter safety, including proper use and maintenance practices; and (ii) (ii) the options for replacing lead service lines (as defined in section 1459B(a)) and removing other sources of lead in water; and."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(i) (i) the need for filtration and filter safety, including proper use and maintenance practices; and."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,(ii) (ii) the options for replacing lead service lines (as defined in section 1459B(a)) and removing other sources of lead in water; and.
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(F) (F) entering into contracts, including contracts with nonprofit organizations that have water system technical expertise, to assist— (i) (i) an eligible entity; or (ii) (ii) the State of an eligible entity, on behalf of that eligible entity.."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,(i) (i) an eligible entity; or.
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(ii) (ii) the State of an eligible entity, on behalf of that eligible entity.."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(2) (2) in subsection (c), in the matter preceding paragraph (1), by striking An eligible entity and inserting Except for purposes of subsections (j) and (m), an eligible entity ;."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(3) (3) in subsection (g)(1), by striking to pay not less than 45 percent and inserting except as provided in subsection (l)(5) and subject to subsection (h), to pay not less than 10 percent ;."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(4) (4) by striking subsection (k) and inserting the following: (k) (k) Authorization of appropriations There are authorized to be appropriated to carry out subsections (a) through (j)— (1) (1) $70,000,000 for fiscal year 2022; (2) (2) $80,000,000 for fiscal year 2023; (3) (3) $100,000,000 for fiscal year 2024; (4) (4) $120,000,000 for fiscal year 2025; and (5) (5) $140,000,000 for fiscal year 2026. ; and."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(k) (k) Authorization of appropriations There are authorized to be appropriated to carry out subsections (a) through (j)— (1) (1) $70,000,000 for fiscal year 2022; (2) (2) $80,000,000 for fiscal year 2023; (3) (3) $100,000,000 for fiscal year 2024; (4) (4) $120,000,000 for fiscal year 2025; and (5) (5) $140,000,000 for fiscal year 2026.."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(1) (1) $70,000,000 for fiscal year 2022;."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(2) (2) $80,000,000 for fiscal year 2023;."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(3) (3) $100,000,000 for fiscal year 2024;."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(4) (4) $120,000,000 for fiscal year 2025; and."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(5) (5) $140,000,000 for fiscal year 2026.."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(5) (5) in subsection (l)— (A) (A) in paragraph (2)— (i) (i) by striking The Administrator may and inserting The Administrator shall ; and (ii) (ii) by striking fiscal years 2019 and 2020 and inserting fiscal years 2022 through 2026 ; (B) (B) in paragraph (5), by striking $4,000,000 for each of fiscal years 2019 and 2020 and inserting $25,000,000 for each of fiscal years 2022 through 2026 ; (C) (C) by redesignating paragraph (5) as paragraph (6); and (D) (D) by inserting after paragraph (4) the following: (5) (5) Federal share for small, rural, and disadvantaged communities (A) (A) In general Subject to subparagraph (B), with respect to a program or project that serves an eligible entity and is carried out using a grant under this subsection, the Federal share of the cost of the program or project shall be 90 percent. (B) (B) Waiver The Administrator may increase the Federal share under subparagraph (A) to 100 percent if the Administrator determines that an eligible entity is unable to pay, or would experience significant financial hardship if required to pay, the non-Federal share. .."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,(A) (A) in paragraph (2)— (i) (i) by striking The Administrator may and inserting The Administrator shall ; and (ii) (ii) by striking fiscal years 2019 and 2020 and inserting fiscal years 2022 through 2026 ;.
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,(i) (i) by striking The Administrator may and inserting The Administrator shall ; and.
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,(ii) (ii) by striking fiscal years 2019 and 2020 and inserting fiscal years 2022 through 2026 ;.
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(B) (B) in paragraph (5), by striking $4,000,000 for each of fiscal years 2019 and 2020 and inserting $25,000,000 for each of fiscal years 2022 through 2026 ;."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,(C) (C) by redesignating paragraph (5) as paragraph (6); and.
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(D) (D) by inserting after paragraph (4) the following: (5) (5) Federal share for small, rural, and disadvantaged communities (A) (A) In general Subject to subparagraph (B), with respect to a program or project that serves an eligible entity and is carried out using a grant under this subsection, the Federal share of the cost of the program or project shall be 90 percent. (B) (B) Waiver The Administrator may increase the Federal share under subparagraph (A) to 100 percent if the Administrator determines that an eligible entity is unable to pay, or would experience significant financial hardship if required to pay, the non-Federal share. .."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(5) (5) Federal share for small, rural, and disadvantaged communities (A) (A) In general Subject to subparagraph (B), with respect to a program or project that serves an eligible entity and is carried out using a grant under this subsection, the Federal share of the cost of the program or project shall be 90 percent. (B) (B) Waiver The Administrator may increase the Federal share under subparagraph (A) to 100 percent if the Administrator determines that an eligible entity is unable to pay, or would experience significant financial hardship if required to pay, the non-Federal share.."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(A) (A) In general Subject to subparagraph (B), with respect to a program or project that serves an eligible entity and is carried out using a grant under this subsection, the Federal share of the cost of the program or project shall be 90 percent.."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(B) (B) Waiver The Administrator may increase the Federal share under subparagraph (A) to 100 percent if the Administrator determines that an eligible entity is unable to pay, or would experience significant financial hardship if required to pay, the non-Federal share.."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(b) (b) Connection to public water systems Section 1459A of the Safe Drinking Water Act ( 42 U.S.C. 300j–19a ) is amended by adding at the end the following: (m) (m) Connection to public water systems (1) (1) Definitions In this subsection: (A) (A) Eligible entity The term eligible entity means— (i) (i) an owner or operator of a public water system that assists or is seeking to assist eligible individuals with connecting the household of the eligible individual to the public water system; or (ii) (ii) a nonprofit entity that assists or is seeking to assist eligible individuals with the costs associated with connecting the household of the eligible individual to a public water system. (B) (B) Eligible individual The term eligible individual has the meaning given the term in section 603(j) of the Federal Water Pollution Control Act ( 33 U.S.C. 1383(j) ). (C) (C) Program The term program means the competitive grant program established under paragraph (2). (2) (2) Establishment Subject to the availability of appropriations, the Administrator shall establish a competitive grant program for the purpose of improving the general welfare under which the Administrator awards grants to eligible entities to provide funds to assist eligible individuals in covering the costs incurred by the eligible individual in connecting the household of the eligible individual to a public water system. (3) (3) Application An eligible entity seeking a grant under the program shall submit to the Administrator an application at such time, in such manner, and containing such information as the Administrator may require. (4) (4) Voluntary connection Before providing funds to an eligible individual for the costs described in paragraph (2), an eligible entity shall ensure and certify to the Administrator that— (A) (A) the eligible individual is voluntarily seeking connection to the public water system; (B) (B) if the eligible entity is not the owner or operator of the public water system to which the eligible individual seeks to connect, the public water system to which the eligible individual seeks to connect has agreed to the connection; and (C) (C) the connection of the household of the eligible individual to the public water system meets all applicable local and State regulations, requirements, and codes."
E,Drinking water and wastewater infrastructure,I,Drinking water,,,50104.,Assistance for small and disadvantaged communities,"(5) (5) Report Not later than 3 years after the date of enactment of this subsection, the Administrator shall submit to Congress a report that describes the implementation of the program, which shall include a description of the use and deployment of amounts made available under the program. (6) (6) Authorization of appropriations There is authorized to be appropriated to carry out the program $20,000,000 for each of fiscal years 2022 through 2026. .."
