Number,Type,Congress,Title,Url,Summary,Committees,Topics,Related Bills,Sponsor,Subject,Text Access
4036,S,111,A bill to clarify the National Credit Union Administration authority to make stabilization fund expenditures without borrowing from the Treasury.,https://api.congress.gov/v3/bill/111/s/4036?format=xml,"<p><b>(This measure has not been amended since it was introduced. The expanded summary of the House passed version is repeated here.)</b></p> <p>Amends the Federal Credit Union Act regarding repayment to the Treasury of advances to the Temporary Corporate Credit Union Stabilization Fund (Stabilization Fund) for payments connected to the conservatorship, liquidation, or threatened conservatorship or liquidation, of a corporate credit union.<br> </p> <p>Revises requirements for assessments on federally insured credit unions by the National Credit Union Administration Board to ensure that the Stabilization Fund will have sufficient funds to make scheduled repayments to the Treasury. Authorizes the Board to assess a special premium on each insured credit union in an aggregate amount reasonably calculated to make any pending or future expenditure from the Stabilization Fund. Makes the premium due and payable by 60 days after the assessment date. Requires the Board, in setting the amount of any such assessment, to take into consideration any potential impact on credit union earnings that such an assessment may have.<br> </p> <p>Requires calculation of the equity ratio of the National Credit Union Share Insurance Fund (Insurance Fund), for timing and assessment of premium charges, to use the financial statements of the Insurance Fund alone, without any consolidation or combination with the financial statements of any other fund or entity.</p> <p>Revises the definition of net worth with respect to any insured credit union to include, at Board discretion, and subject to Board rules and regulations, special assistance to an insured credit union to avoid liquidation that is provided to facilitate a least-cost resolution consistent with the best interests of the credit union system.</p> <p>Directs the Comptroller General to study and report to Congress and the Financial Stability Oversight Council on the supervision of corporate credit unions and implementation of prompt corrective action by the National Credit Union Administration (NCUA). Requires the Council to report to Congress within six months after receiving the Comptroller General's report on any actions taken in response to it, including any recommendations issued to NCUA under the Dodd-Frank Wall Street Reform and Consumer Protection Act to apply new or heightened standards and safeguards to insured credit unions for financial stability purposes.</p>",['Financial Services Committee'],"['Bank accounts, deposits, capital', 'Banking and financial institutions regulation', 'Congressional oversight', 'Government trust funds']",,"Sen. Dodd, Christopher J. [D-CT]",Finance and Financial Sector,https://www.congress.gov/111/bills/s4036/BILLS-111s4036enr.xml
3903,S,111,A bill to authorize leases of up to 99 years for lands held in trust for Ohkay Owingeh Pueblo.,https://api.congress.gov/v3/bill/111/s/3903?format=xml,"<p><b>(This measure has not been amended since it passed the Senate on December 21, 2010. The summary of that version is repeated here.)</b></p> <p>Permits land held in trust for the Ohkay Owingeh Pueblo (New Mexico) to be leased for a term of up to 99 years.</p>",['Indian Affairs Committee'],"['Indian lands and resources rights', 'Land transfers', 'New Mexico']",https://api.congress.gov/v3/bill/111/hr/4276?format=xml,"Sen. Udall, Tom [D-NM]",Native Americans,https://www.congress.gov/111/bills/s3903/BILLS-111s3903enr.xml
3874,S,111,Reduction of Lead in Drinking Water Act,https://api.congress.gov/v3/bill/111/s/3874?format=xml,"<p><b>(This measure has not been amended since it was passed by the Senate on December 16, 2010. The summary of that version is repeated here.)</b></p> <p>Reduction of Lead in Drinking Water Act - Amends the Safe Drinking Water Act to exempt from prohibitions on the use or sale of lead pipes, solder, and flux: (1) pipes or pipe or plumbing fittings or fixtures, including backflow preventers, that are used exclusively for nonpotable services such as manufacturing, industrial processing, irrigation, outdoor watering or any other uses where the water is not anticipated to be used for human consumption; or (2) toilets, bidets, urinals, fill valves, flushometer valves, tub fillers, shower valves, service saddles, or water distribution main gate valves that are two inches in diameter or larger.</p> <p> Redefines &quot;lead free&quot; under such Act to mean: (1) not containing more than 0.2% lead when used with respect to solder and flux (current law); and (2) not more than a weighted average of 0.25% lead when used with respect to the wetted surfaces of pipes and pipe and plumbing fittings and fixtures. Establishes a formula to calculate the weighted average lead content of a pipe or pipe or plumbing fitting or fixture.</p> <p>Makes this Act effective 36 months after its enactment.</p>",['Environment and Public Works Committee'],"['Hazardous wastes and toxic substances', 'Water quality']",https://api.congress.gov/v3/bill/111/hr/5289?format=xml,"Sen. Boxer, Barbara [D-CA]",Environmental Protection,https://www.congress.gov/111/bills/s3874/BILLS-111s3874enr.xml
3592,S,111,"A bill to designate the facility of the United States Postal Service located at 100 Commerce Drive in Tyrone, Georgia, as the ""First Lieutenant Robert Wilson Collins Post Office Building"".",https://api.congress.gov/v3/bill/111/s/3592?format=xml,"<p><b>(This measure has not been amended since it was introduced. The summary of that version is repeated here.)</b></p>Designates the facility of the United States Postal Service located at 100 Commerce Drive in Tyrone, Georgia, as the ""First Lieutenant Robert Wilson Collins Post Office Building.""","['Homeland Security and Governmental Affairs Committee', 'Federal Financial Management, Government Information, Federal Services, and International Security Subcommittee']","['Congressional tributes', 'Georgia', 'Government buildings, facilities, and property', 'Military personnel and dependents', 'Postal service']",,"Sen. Chambliss, Saxby [R-GA]",Government Operations and Politics,https://www.congress.gov/111/bills/s3592/BILLS-111s3592enr.xml
3481,S,111,A bill to amend the Federal Water Pollution Control Act to clarify Federal responsibility for stormwater pollution.,https://api.congress.gov/v3/bill/111/s/3481?format=xml,"<p>Amends the Federal Water Pollution Control Act (commonly known as the Clean Water Act) to provide that reasonable service charges applicable to federal entities for water pollution include any reasonable nondiscriminatory fee, charge, or assessment that is: (1) based on some fair approximation of the proportionate contribution of the property or facility to stormwater pollution; and (2) used to pay or reimburse the costs associated with any stormwater management program (whether associated with a separate storm sewer system or a system that manages a combination of stormwater and sanitary waste), including the full range of costs attributable to collecting stormwater, reducing pollutants in stormwater, and reducing the volume and rate of stormwater discharge, regardless of whether that charge is denominated a tax.</p> <p>Limits payments of such charges so that: (1) they shall not be made using funds from any permanent authorization account in the Treasury; and (2) federal entities shall not be obligated to pay or reimburse any such charge, except to the extent and in an amount provided in advance by any appropriations Act to pay or reimburse the charge.</p>",['Environment and Public Works Committee'],"['Government buildings, facilities, and property', 'Intergovernmental relations', 'State and local government operations', 'User charges and fees', 'Water quality']",https://api.congress.gov/v3/bill/111/hr/5724?format=xml,"Sen. Cardin, Benjamin L. [D-MD]",Environmental Protection,https://www.congress.gov/111/bills/s3481/BILLS-111s3481enr.xml
3447,S,111,Post-9/11 Veterans Educational Assistance Improvements Act of 2010,https://api.congress.gov/v3/bill/111/s/3447?format=xml,"<p><b>(This measure has not been amended since it was passed by the Senate on December 13, 2010. The summary of that version is repeated here.)</b></p> <p>Post-9/11 Veterans Educational Assistance Improvements Act of 2010 - Requires the budgetary effects of this Act to be determined by reference to the latest statement titled &quot;Budgetary Effects of PAYGO Legislation&quot; for this Act, provided that such statement has been submitted prior to the vote on passage.</p> <p> <b>Title I: Post-9/11 Veterans Educational Assistance </b>- (Sec. 101) Includes within the definition of &quot;active duty&quot; for purposes for eligibility under the post-9/11 veterans educational assistance program (VEAP) of the Department of Veterans Affairs (VA) full-time service in the National Guard: (1) organizing, administering, recruiting, instructing, or training members of the National Guard; or (2) when authorized by the President or Secretary of Defense (DOD), for responding to a national emergency declared by the President and supported by federal funds. Makes such change retroactive as of August 1, 2009.</p> <p>Includes One Station Unit training and &quot;A&quot; School training within basic training for VEAP eligibility purposes. </p> <p> Requires, for VEAP purposes, service preceding any discharge or release from active duty to be characterized as honorable service.</p> <p>Excludes from consideration as active-duty service for VEAP purposes any obligated service required in connection with attendance at the U.S. Coast Guard Academy.</p> <p>(Sec. 102) Replaces the current system of limits on payments to institutions of higher education on behalf of veterans participating in VEAP with a two-tiered payment system, with one tier for payments to public institutions and another for payments to non-public or foreign institutions. Makes such system effective as of August 1, 2011.</p> <p>Provides the monthly living allowance (stipend) under VEAP for: (1) more than half-time study in pursuit of a degree; (2) pursuing a program of education in a foreign country; and (3) more than half-time study solely by distance learning.</p> <p>(Sec. 103) Provides an annual rate of assistance under VEAP for programs of education pursued while on active duty, using the same two-tiered system as above, as the lesser of $17,500 or the actual net cost for in-state tuition and fees, less any waiver or reduction in such tuition and fees, scholarship, or other assistance that the individual may be eligible for. Allows a lump-sum quarterly payment for books, supplies, equipment, and associated educational costs, effective as of October 1, 2011.</p> <p>(Sec. 104) Includes within authorized VEAP assistance for programs of education pursued on a half-time basis or less programs pursued while on active duty, programs leading to a degree, or programs other than degree programs. Makes the assistance amount limits under programs pursued on a half-time basis or less the same as the actual net cost limit described above (with the same reductions).</p> <p>(Sec. 105) Removes the requirement that VEAP programs of education be offered only by institutions of higher learning.</p> <p>Provides for the payment of VEAP assistance for the pursuit of programs other than degree programs, including for programs pursued on a half-time basis or less, resident training, distance learning, apprenticeships or other on-job training, flight training, or correspondence. Authorizes in most cases the payment of a monthly stipend similar to that paid to individuals enrolled in degree programs. Provides authorized charges against VEAP entitlement for the pursuit of such programs.</p> <p>(Sec. 106) Requires monthly housing stipends payable during an academic year to be determined using rates for basic allowance for housing payable as of January 1 of such calendar year.</p> <p>(Sec. 107) Makes VEAP assistance available for payments for multiple career licensing or certification tests. Provides for charges against VEAP entitlement for such payments.</p> <p>(Sec. 108) Makes an individual entitled to VEAP assistance also eligible for educational assistance for a national test: (1) for admission to an institution of higher learning; or (2) for obtaining course credit at such an institution. Provides authorized amounts for such assistance, as well as appropriate charges against VEAP entitlement.</p> <p>(Sec. 109) Allows individuals who were entitled to increased educational assistance under VA programs to recruit or retain individuals with certain critical skills and who transfer to the VEAP program to continue to receive such increased assistance. Provides: (1) the monthly rate of such assistance; and (2) assistance funding.</p> <p>(Sec. 110) Allows members of the Commissioned Corps of the Public Health Service and the National Oceanic and Atmospheric Administration (NOAA) who are eligible for VEAP assistance to transfer such assistance to their spouses and children. States as the purpose of the transferability of such assistance the promotion of military recruitment and retention, and allows the Secretary of the military department concerned to exercise such authority when authorized by the Secretary of Defense in the national security interest.</p> <p>(Sec. 111) Prohibits dependents who are eligible for educational assistance as children of members who die in the line of duty after September 10, 2011, and also eligible as educational assistance transferees under one or more other VA programs from receiving concurrent payments. Includes within such other programs VA compensation, dependency and indemnity compensation, or pension based on the death of the child's parent. Bars also the concurrent receipt of transferred benefits based on: (1) the service of two different parents; and (2) a single event (such as accumulated active-duty service of a parent-veteran).</p> <p><b>Title II: Other Educational Assistance Matters </b>- (Sec. 201) Provides for an extension of delimiting dates for the use of educational assistance under both VEAP and the Montgomery GI Bill Educational Assistance Program in the case of individuals who could not pursue or had to interrupt a program of education in order to act as the primary caregiver for a veteran or servicemember who was or is seriously injured while on active duty on or after September 11, 2001. Allows the same extension in the case of transferees of VEAP assistance and those eligible for assistance under the Survivors' and Dependents' Educational Assistance Program.</p> <p>(Sec. 202) Prohibits the concurrent receipt of assistance under the National Call to Service program and other federal programs of educational assistance.</p> <p>(Sec. 203) Deems certain educational programs and courses as constructively approved for purposes of the use of VA educational assistance (thereby eliminating the need for their approval by state approving agencies) when such courses are approved by other federal entities for programs under their jurisdiction. Authorizes the VA Secretary to utilize the services of a state approving agency for compliance and oversight purposes without regard to whether such Secretary or such agency approved courses offered in the state concerned. Allows such Secretary to: (1) approve accredited programs offered by proprietary for-profit educational institutions; and (2) disapprove any state course not found to meet VA requirements.</p> <p>(Sec. 204) Increases the amount of fees paid by the VA to participating educational institutions for providing information concerning an individual's enrollment in a program of education. Requires such institutions to use such fees solely for making such certifications or for otherwise supporting programs for veterans.</p> <p>(Sec. 205) Provides an alternate subsistence allowance amount for veterans entitled to both VEAP assistance and VA vocational training and rehabilitation due to service-connected disabilities.</p> <p>(Sec. 206) Reduces from eight to four weeks during any year the time between educational program enrollment periods during which VA interval payments are authorized.</p>","['Armed Services Committee', 'Military Personnel Subcommittee', 'Budget Committee', ""Veterans' Affairs Committee"", ""Veterans' Affairs Committee""]","['Disability and paralysis', 'Educational technology and distance education', 'Employment and training programs', 'Government information and archives', 'Higher education', 'Licensing and registrations', 'User charges and fees', ""Veterans' education, employment, rehabilitation""]","https://api.congress.gov/v3/bill/111/hr/5933?format=xml, https://api.congress.gov/v3/bill/111/hr/6430?format=xml","Sen. Akaka, Daniel K. [D-HI]",Armed Forces and National Security,https://www.congress.gov/111/bills/s3447/BILLS-111s3447enr.xml
3243,S,111,Anti-Border Corruption Act of 2010,https://api.congress.gov/v3/bill/111/s/3243?format=xml,"<p><b>(This measure has not been amended since it was reported to the Senate on September 27, 2010. The summary of that version is repeated here.)</b></p><p>Anti-Border Corruption Act of 2010 - Requires the Secretary of Homeland Security (DHS) to ensure that: (1) by not later than two years after enactment of this Act, all applicants for law enforcement positions with U.S. Customs and Border Protection (CBP) receive polygraph examinations before being hired for such positions; and (2) by not later than 180 days after enactment of this Act, CBP initiates all periodic background reinvestigations for all of its law enforcement personnel. </p><p>Requires the Secretary to make periodic progress reports to the House Committee on Homeland Security and the Senate Committee on Homeland Security and Governmental Affairs on CBP progress in complying with the requirements of this Act.</p>","['Homeland Security Committee', 'Border Security and Enforcement Subcommittee', 'Homeland Security and Governmental Affairs Committee']","['Border security and unlawful immigration', 'Department of Homeland Security', 'Law enforcement officers']",https://api.congress.gov/v3/bill/111/hr/6472?format=xml,"Sen. Pryor, Mark L. [D-AR]",Crime and Law Enforcement,https://www.congress.gov/111/bills/s3243/BILLS-111s3243enr.xml
3036,S,111,National Alzheimer's Project Act,https://api.congress.gov/v3/bill/111/s/3036?format=xml,"<br /> <b>(This measure has not been amended since it was passed by the Senate on December 8, 2010. The summary of that version is repeated here.)</b> <p>National Alzheimer's Project Act - (Sec. 2) Establishes in the Office of the Secretary of Health and Human Services (HHS) the National Alzheimer's Project.&nbsp; Requires the Secretary to: (1) be responsible for the creation and maintenance of an integrated national plan to overcome Alzheimer's; (2) provide information and coordination of Alzheimer's research and services across all federal agencies; (3) accelerate the development of treatments that would prevent, halt, or reverse the course of Alzheimer's; (4) improve the early diagnosis of Alzheimer's disease and coordination of the care and treatment of citizens with Alzheimer's; (5) ensure the inclusion of ethnic and racial populations at higher risk for Alzheimer's, or least likely to receive care for Alzheimer's, in clinical, research, and service efforts with the purpose of decreasing health disparities in Alzheimer's; and (6) coordinate with international bodies to integrate and inform the fight against Alzheimer's globally.</p> <p>Directs the Secretary to:(1) use discretionary authority to evaluate all federal programs around Alzheimer's, including budget requests and approvals; and (2) annually assess the nation's progress in preparing for the escalating burden of Alzheimer's.</p> <p>Establishes an Advisory Council on Alzheimer's Research, Care, and Services to advise the Secretary and provide the Secretary and Congress with: (1) an initial evaluation of all federally -funded efforts in Alzheimer's research, clinical care, and institutional-, home-, and community-based programs and their outcomes; (2) initial recommendations for priority actions to expand, eliminate, coordinate, or condense programs based on their performance, mission, and purpose; (3) initial recommendations to improve health outcomes and reduce the financial impact of Alzheimer's on Medicare and other federally-funded programs and on families living with Alzheimer's disease; and (4) an annual evaluation of the implementation and outcomes of the recommendations through an updated national plan. Terminates the Advisory Council on December 31, 2025.</p> <p> Directs federal agencies to share Alzheimer's data with the Secretary.</p> <p>Sets forth reporting requirements.<br /> </p> <p>Terminates the Project on December 31, 2025.</p>","['Health, Education, Labor, and Pensions Committee']","['Advisory bodies', 'Aging', 'Department of Health and Human Services', 'Executive agency funding and structure', 'Health care coverage and access', 'Health programs administration and funding', 'Health promotion and preventive care', 'International organizations and cooperation', 'Medical research', 'Minority health', 'Neurological disorders']","https://api.congress.gov/v3/bill/111/s/1555?format=xml, https://api.congress.gov/v3/bill/111/hr/4689?format=xml","Sen. Bayh, Evan [D-IN]",Health,https://www.congress.gov/111/bills/s3036/BILLS-111s3036enr.xml
2950,S,111,Criminal History Background Checks Pilot Extension Act of 2009,https://api.congress.gov/v3/bill/111/s/2950?format=xml,<p><b>(This measure has not been amended since it was introduced. The summary of that version is repeated here.)</b></p> <p>Criminal History Background Checks Pilot Extension Act of 2009 - Amends the PROTECT Act to extend by 14 months the Child Safety Pilot Program (allowing certain volunteer organizations to obtain national and state criminal history background checks on their volunteers).</p>,['Judiciary Committee'],"['Child care and development', 'Child safety and welfare', 'Criminal justice information and records', 'Social work, volunteer service, charitable organizations']",https://api.congress.gov/v3/bill/111/s/3998?format=xml,"Sen. Schumer, Charles E. [D-NY]",Crime and Law Enforcement,https://www.congress.gov/111/bills/s2950/BILLS-111s2950enr.xml
1481,S,111,Frank Melville Supportive Housing Investment Act of 2010,https://api.congress.gov/v3/bill/111/s/1481?format=xml,"<p><b>(This measure has not been amended since it was passed by the Senate on December 17, 2010. The summary of that version is repeated here.)</b></p> <p>Frank Melville Supportive Housing Investment Act of 2010 - (Sec. 2) Amends the Cranston-Gonzalez National Affordable Housing Act to revise requirements for supportive housing for persons with disabilities.</p> <p>Authorizes appropriations for tenant-based rental assistance under section 8 (rental voucher program) of the United States Housing Act of 1937 for persons with disabilities in an amount at least necessary to convert the number of authorized vouchers and funding under an annual contributions contract in effect on the date of the enactment of this Act. </p> <p>Requires the Secretary of Housing and Urban Development (HUD) to issue guidance to public housing agencies (PHAs) receiving voucher assistance under this Act, as well as those that received such assistance under the United States Housing Act of 1937 for incremental vouchers for nonelderly disabled families during FY1997-FY2002, in order to ensure that such vouchers continue to be provided upon turnover to qualified persons with disabilities or to qualified nonelderly disabled families.</p> <p>Authorizes the Secretary to provide technical assistance to PHAs and other administering entities to: (1) facilitate using vouchers to provide permanent supportive housing for persons with disabilities, (2) help states reduce reliance on segregated restrictive settings for people with disabilities to meet community care requirements, and (3) end chronic homelessness.</p> <p>(Sec. 3) Modifies project rental assistance contract requirements, including renewal of, and increases in, annual contract amounts.</p> <p>Requires initial contracts with the sponsor of a project assisted with any low-income housing tax credit or with any tax-exempt housing bonds to have an initial term of up to 360 months and to provide funding for 60 months.</p> <p>Revises the requirement that all units in housing assisted by capital advances and project rental assistance contracts be made available for occupancy by very low-income persons with disabilities for at least 40 years. Authorizes the Secretary to approve a project owner's request to convert a project from supportive housing for persons with disabilities to the direct benefit of low-income persons with disabilities, if the project is no longer needed for use as supportive housing.</p> <p>Limits to 25% the aggregate number of units in a multifamily housing project (except a group home or independent living facility) that may be used for persons with disabilities, including supportive housing.</p> <p>Requires the Secretary, within 30 days of issuing certain capital advances for multifamily projects (except group homes or independent living facilities), to delegate review and processing of such projects to an experienced state or local housing agency meeting specified criteria.</p> <p>Requires the Secretary to: (1) develop criteria and a timeline to assess periodically the performance of such agencies; and (2) retain authority to review and process such projects in the event that, after its review and assessment, the agency fails to satisfy such criteria.</p> <p>Revises tenant selection procedures. Requires occupancy in dwelling units assisted under the Act to be available only to persons with disabilities, without regard to the particular disability involved, and households that include at least one person with a disability.</p> <p>Requires a lease between a tenant and a housing owner to be for at least one year. Prohibits the termination of a tenancy or refusal to renew a lease except for serious or repeated violation of the lease terms.</p> <p>Applies certain cost limits established by the Act and developed by the Secretary to supportive housing assisted by a capital advance as well as to the amount of funds that may be invested on a per unit basis. Authorizes the Secretary to waive such limitations to achieve specified goals.</p> <p>Requires the Secretary to establish a minimum percentage of capital advances per fiscal year for multifamily projects.</p> <p>(Sec. 4) Directs the Secretary to make funds available for project rental assistance to offer additional methods of financing supportive housing for nonelderly adults with disabilities and with extremely low-incomes or for extremely low-income households that include at least one disabled person.</p> <p>(Sec. 5) Repeals the Secretary's authority to require an owner to deposit an amount up to $10,000 in a special escrow account to assure the owner's commitment to the housing.</p> <p>(Sec. 6) Authorizes appropriations for FY2011-FY2015.</p> <p>(Sec. 8) Directs the Comptroller General to study and report to Congress on the adequacy and effectiveness of the program in assisting households of persons with disabilities.</p>","['Banking, Housing, and Urban Affairs Committee']","['Congressional oversight', 'Department of Housing and Urban Development', 'Executive agency funding and structure', 'Housing and community development funding', 'Housing for the elderly and disabled', 'Housing supply and affordability', 'Income tax credits', 'Intergovernmental relations', 'Low- and moderate-income housing', 'Public contracts and procurement', 'Public housing', 'Securities', 'State and local government operations']",https://api.congress.gov/v3/bill/111/hr/1675?format=xml,"Sen. Menendez, Robert [D-NJ]",Housing and Community Development,https://www.congress.gov/111/bills/s1481/BILLS-111s1481enr.xml
841,S,111,Pedestrian Safety Enhancement Act of 2010,https://api.congress.gov/v3/bill/111/s/841?format=xml,"<p><b>(This measure has not been amended since it was passed by the Senate on December 9, 2010. The summary of that version is repeated here.)</b></p> <p>Pedestrian Safety Enhancement Act of 2010 - Directs the Secretary of Transportation to initiate a rulemaking to promulgate a phased-in motor vehicle safety standard: (1) establishing performance requirements for an alert sound that allows blind and other pedestrians to detect a nearby electric or hybrid vehicle operating below the cross-over speed, if any; and (2) requiring such vehicles to provide an alert sound conforming to established standard requirements. Prescribes requirements for such standards. Prohibits requiring either driver or pedestrian activation of the alert sound.</p> <p>Directs the Secretary to study and report to Congress on whether there is a safety need to apply such standard to conventional motor vehicles.</p> <p>Requires the allocation of certain funds to the Administrator of the National Highway Transportation Safety Administration (NHTSA) to carry out this rulemaking.</p>","['Transportation and Infrastructure Committee', 'Energy and Commerce Committee', 'Commerce, Science, and Transportation Committee']","['Disability and paralysis', 'Government studies and investigations', 'Motor vehicles', 'Pedestrians and bicycling', 'Transportation programs funding', 'Transportation safety and security']",https://api.congress.gov/v3/bill/111/hr/734?format=xml,"Sen. Kerry, John F. [D-MA]",Transportation and Public Works,
118,S,111,Section 202 Supportive Housing for the Elderly Act of 2010,https://api.congress.gov/v3/bill/111/s/118?format=xml,"<p><b>(This measure has not been amended since it was passed by the Senate on December 18, 2010. The summary of that version is repeated here.)</b></p> <p>Section 202 Supportive Housing for the Elderly Act of 2010 - <b>Title I: New Construction Reforms</b> - (Sec. 101) Amends the Housing Act of 1959 regarding capital advances and contracts for project rental assistance for supportive housing for the elderly.</p> <p>Includes in the selection criteria for such assistance the extent to which the applicant has ensured that a service coordinator will be employed or otherwise retained for the housing, who has the managerial capacity and responsibility for: (1) assessing on an ongoing basis the service needs of residents, and (2) coordinating and tailoring supportive services to a resident's need.</p> <p>(Sec. 102) Requires that the development cost limitations by market area the Secretary of Housing and Urban Development (HUD) must establish periodically for various types and sizes of supportive housing for the elderly be reasonable.</p> <p>(Sec. 103) Limits the use of amounts (of up to $25,000) that the Secretary must require an owner to deposit in a special escrow account to cover operating deficits during the first three years of operations. Prohibits the use of such amount to cover construction shortfalls or inadequate initial project rental assistance amounts.</p> <p>(Sec. 104) Redefines &quot;private nonprofit organization&quot; to revise the local governing board requirements. Authorizes the Secretary, in the case of a nonprofit sponsoring organization of multiple housing projects assisted under such Act, to determine the criteria or conditions under which administrative responsibilities exercised by a single-entity private nonprofit organization, that is the owner corporation responsible for the operation of an individual housing project, may be shared or transferred to the governing board of the sponsoring organization. </p> <p>Allows the sole general partner of a for-profit limited partnership to be a limited liability company wholly owned and controlled by one or more organizations meeting the requirements of such definition.</p> <p>(Sec. 105) Directs the Secretary to comply with the requirement for allocation to nonmetropolitan areas of at least 15% of the funds available for assistance by either: (1) operating a national competition for the nonmetropolitan funds allocation of assistance for supportive housing for the elderly, or (2) making allocations to HUD regional offices.<br> </p> <p><b>Title II: Refinancing</b> - (Sec. 201) Amends the American Homeownership and Economic Opportunity Act of 2000 to revise requirements governing: (1) prepayment of debt for project-based rental housing assistance programs, (2) use of unexpended amounts, and (3) use of project residual receipts.</p> <p>(Sec. 204) Sets forth requirements governing senior preservation rental assistance contracts in order to: (1) prevent displacement of elderly project residents in the case of refinancing or recapitalization, and (2) further project preservation and affordability.</p> <p>Prohibits the Secretary from accepting an offer to prepay the loan for any project unless the project owner has: (1) notified the tenants of the owner's request for approval of a prepayment, (2) provided them with an opportunity to comment on it, and (3) responded to those comments in writing.</p> <p><b>Title III: Assisted Living Facilities and Service-Enriched Housing - </b> (Sec. 301) Expands the definition of assisted living facility with respect to grants for conversion of elderly housing to such facilities. Includes among activities which may receive a conversion grant those designed to convert dwelling units in an eligible project to assisted-living (as under current law) or to service-enriched housing for elderly persons.</p> <p>Adds this requirement for alternative kinds of conversions to eligibility requirements for section 8 project-based assistance.</p> <p>(Sec. 302) Amends the United States Housing Act of 1937 with respect to rental assistance on behalf of a family that uses an assisted living facility as a principal place of residence. Provides that a family may be required at the time it initially receives such assistance to pay rent in an amount exceeding 40% of its monthly adjusted income.</p> <p><b>Title IV: Compliance with Statutory Pay-as-you-go Act of 2010</b> - Declares that the budgetary effects of this Act, for the purpose of complying with the Statutory Pay-As-You-Go-Act of 2010, shall be determined by reference to the latest statement titled &quot;Budgetary Effects of PAYGO Legislation&quot; for this Act, provided that such statement has been submitted prior to the vote on passage.</p>","['Banking, Housing, and Urban Affairs Committee']","['Government information and archives', 'Housing and community development funding', 'Housing finance and home ownership', 'Housing for the elderly and disabled']","https://api.congress.gov/v3/bill/111/hr/4868?format=xml, https://api.congress.gov/v3/bill/111/hr/5814?format=xml","Sen. Kohl, Herb [D-WI]",Housing and Community Development,https://www.congress.gov/111/bills/s118/BILLS-111s118enr.xml
6533,HR,111,Local Community Radio Act of 2010,https://api.congress.gov/v3/bill/111/hr/6533?format=xml,"<p><b>(This measure has not been amended since it was introduced. The expanded summary of the House passed version is repeated here.)</b></p> <p>Local Community Radio Act of 2010 - (Sec. 2) Amends the Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriations Act, 2001 to require the Federal Communications Commission (FCC) to modify the rules authorizing the operation of low-power FM radio stations, as proposed in MM Docket No. 99-25, to: (1) prescribe protection for co-channels and first- and second-adjacent channels; and (2) prohibit any applicant from obtaining a low-power FM license if the applicant has engaged in any manner in the unlicensed operation of any station in violation of the Communications Act of 1934. (Current law is the same, except that clause (1) instead requires prescribing minimum distance separations for third-adjacent channels, as well as for co-channels and first- and second-adjacent channels.)</p> <p>States that any license that was issued by the FCC to a low-power FM station prior to April 2, 2001, and that does not comply with the modifications adopted by the Commission in the above docket on April 2, 2001, shall remain invalid. </p> <p>Eliminates provisions prohibiting the FCC from extending the eligibility for application for low-power FM stations beyond the organizations and entities as proposed in the above docket.</p> <p>(Sec. 3) Requires the FCC to eliminate third-adjacent minimum distance separation requirements between: (1) low-power FM stations; and (2) full-service FM stations, FM translator stations, and FM booster stations. Prohibits the FCC from reducing the minimum co-channel and first- and second-adjacent channel distance separation requirements in effect on the date of enactment of this Act between: (1) low-power FM stations; and (2) full-service FM stations.</p> <p>Authorizes a waiver of the second-adjacent channel distance separation requirement to any low-power FM station that establishes that its proposed operations will not interfere with any authorized radio service, provided that, upon notification by the FCC that it is causing certain interference, such station must: (1) suspend operation; and (2) resume operation only after interference has been eliminated or it demonstrates that such interference was not due to the low-power FM station's emissions.</p> <p>(Sec. 4) Requires the FCC to comply with its existing minimum distance separation requirements for full-service FM stations, FM translator stations, and FM booster stations that broadcast radio reading services via an analog subcarrier frequency to avoid potential interference by low-power FM stations.</p> <p>(Sec. 5) Requires the FCC, when licensing new FM translator stations, FM booster stations, and low-power FM stations, to ensure that: (1) licenses are available to FM translator stations, FM booster stations, and low-power FM stations; (2) such decisions are made based on the needs of the local community; and (3) FM translator stations, FM booster stations, and low-power FM stations remain equal in status and secondary to existing and modified full-service FM stations.</p> <p>(Sec. 6) Requires the FCC to modify its rules to address the potential for predicted interference to FM translator input signals on third-adjacent channels set forth in a specified technical report.</p> <p>(Sec. 7) Requires the FCC to modify the interference complaint process in specified ways.</p> <p>(Sec. 8) Requires the FCC to study and report to Congress on the impact that low-power FM stations will have on full-service commercial FM stations.</p>",['Energy and Commerce Committee'],"['Administrative law and regulatory procedures', 'Administrative remedies', 'Broadcasting, cable, digital technologies', 'Federal Communications Commission (FCC)', 'Licensing and registrations']","https://api.congress.gov/v3/bill/111/hr/1147?format=xml, https://api.congress.gov/v3/bill/111/s/592?format=xml","Rep. Doyle, Michael F. [D-PA-14]","Science, Technology, Communications",https://www.congress.gov/111/bills/hr6533/BILLS-111hr6533enr.xml
