division_number,division_header,title_number,title_header,subtitle,part,section_number,section_header,text
,,I,Modernizing definitions and programs under the Administration on Aging,,,103.,Aging and Disability Resource Centers,"(3) (3) in subparagraph (D), by striking part C of title VII of the Rehabilitation Act of 1973 ( 29 U.S.C. 796f et seq.), and other community-based entities, and inserting part C of chapter 1 of title VII of the Rehabilitation Act of 1973, and other community-based entities, including other aging or disability entities, .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,"(1) (1) in section 102(8) ( 42 U.S.C. 3002(8) ), by adding at the end the following: (C) (C) The term State assistive technology entity means the agency, office, or other entity designated under subsection (c)(1) of section 4 of the Assistive Technology Act of 1998 ( 29 U.S.C. 3003 ) to carry out State activities under such section. ;."
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,"(C) (C) The term State assistive technology entity means the agency, office, or other entity designated under subsection (c)(1) of section 4 of the Assistive Technology Act of 1998 ( 29 U.S.C. 3003 ) to carry out State activities under such section.."
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,"(2) (2) in section 306 ( 42 U.S.C. 3026 )— (A) (A) in subsection (a)(6)— (i) (i) in subparagraph (G), by striking ; and and inserting a semicolon; (ii) (ii) in subparagraph (H), by striking appropriate; and inserting appropriate; and ; and (iii) (iii) by adding at the end the following: (I) (I) to the extent feasible, coordinate with the State agency to disseminate information about the State assistive technology entity and access to assistive technology options for serving older individuals; ; and (B) (B) in subsection (b)(3)— (i) (i) in subparagraph (K)— (I) (I) by aligning the margins of the subparagraph with the margins of subparagraph (J); and (II) (II) by striking ; and and inserting a semicolon; (ii) (ii) by redesignating subparagraph (L) as subparagraph (M); and (iii) (iii) by inserting after subparagraph (K) the following: (L) (L) assistive technology devices and services; and ; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,"(A) (A) in subsection (a)(6)— (i) (i) in subparagraph (G), by striking ; and and inserting a semicolon; (ii) (ii) in subparagraph (H), by striking appropriate; and inserting appropriate; and ; and (iii) (iii) by adding at the end the following: (I) (I) to the extent feasible, coordinate with the State agency to disseminate information about the State assistive technology entity and access to assistive technology options for serving older individuals; ; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,"(i) (i) in subparagraph (G), by striking ; and and inserting a semicolon;."
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,"(ii) (ii) in subparagraph (H), by striking appropriate; and inserting appropriate; and ; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,"(iii) (iii) by adding at the end the following: (I) (I) to the extent feasible, coordinate with the State agency to disseminate information about the State assistive technology entity and access to assistive technology options for serving older individuals; ; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,"(I) (I) to the extent feasible, coordinate with the State agency to disseminate information about the State assistive technology entity and access to assistive technology options for serving older individuals;."
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,(B) (B) in subsection (b)(3)— (i) (i) in subparagraph (K)— (I) (I) by aligning the margins of the subparagraph with the margins of subparagraph (J); and (II) (II) by striking ; and and inserting a semicolon; (ii) (ii) by redesignating subparagraph (L) as subparagraph (M); and (iii) (iii) by inserting after subparagraph (K) the following: (L) (L) assistive technology devices and services; and ; and.
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,(i) (i) in subparagraph (K)— (I) (I) by aligning the margins of the subparagraph with the margins of subparagraph (J); and (II) (II) by striking ; and and inserting a semicolon;.
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,(I) (I) by aligning the margins of the subparagraph with the margins of subparagraph (J); and.
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,(II) (II) by striking ; and and inserting a semicolon;.
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,(ii) (ii) by redesignating subparagraph (L) as subparagraph (M); and.
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,(iii) (iii) by inserting after subparagraph (K) the following: (L) (L) assistive technology devices and services; and ; and.
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,(L) (L) assistive technology devices and services; and.
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,"(3) (3) in section 411(a) ( 42 U.S.C. 3032(a) )— (A) (A) in paragraph (2), by inserting , aligned with evidence-based practice, after applied social research ; and (B) (B) in paragraph (10), by inserting consistent with section 508 of the Rehabilitation Act of 1973 ( 29 U.S.C. 794d ) after other technologies .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,"(A) (A) in paragraph (2), by inserting , aligned with evidence-based practice, after applied social research ; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,104.,Assistive technology,"(B) (B) in paragraph (10), by inserting consistent with section 508 of the Rehabilitation Act of 1973 ( 29 U.S.C. 794d ) after other technologies .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,105.,Vaccination,"(1) (1) in subparagraph (B), by inserting immunization status, after oral health, ; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,105.,Vaccination,"(2) (2) in subparagraph (D), by inserting infectious disease, and vaccine-preventable disease, as well as after cardiovascular disease), .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,106.,Malnutrition,"(1) (1) in section 102(14)(B), as amended by section 105(1), by inserting (including screening for malnutrition) after nutrition screening ; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,106.,Malnutrition,"(2) (2) in section 330(1), by striking and food insecurity and inserting , food insecurity, and malnutrition .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,110.,Screening for fall-related traumatic brain injury; addressing public health emergencies and emerging health threats; negative health effects associated with social isolation,"(1) (1) by redesignating subparagraphs (H) through (J), and subparagraphs (K) and (L), as subparagraphs (I) through (K), and subparagraphs (M) and (O), respectively;."
,,I,Modernizing definitions and programs under the Administration on Aging,,,110.,Screening for fall-related traumatic brain injury; addressing public health emergencies and emerging health threats; negative health effects associated with social isolation,"(2) (2) by inserting after subparagraph (G) the following: (H) (H) screening for fall-related traumatic brain injury and other fall-related injuries, coordination of treatment, rehabilitation and related services, and referral services related to such injury or injuries; ;."
,,I,Modernizing definitions and programs under the Administration on Aging,,,110.,Screening for fall-related traumatic brain injury; addressing public health emergencies and emerging health threats; negative health effects associated with social isolation,"(H) (H) screening for fall-related traumatic brain injury and other fall-related injuries, coordination of treatment, rehabilitation and related services, and referral services related to such injury or injuries;."
,,I,Modernizing definitions and programs under the Administration on Aging,,,110.,Screening for fall-related traumatic brain injury; addressing public health emergencies and emerging health threats; negative health effects associated with social isolation,"(3) (3) by inserting after subparagraph (K), as redesignated by paragraph (1), the following: (L) (L) services that are a part of responses to a public health emergency or emerging health threat; ; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,110.,Screening for fall-related traumatic brain injury; addressing public health emergencies and emerging health threats; negative health effects associated with social isolation,(L) (L) services that are a part of responses to a public health emergency or emerging health threat;.
,,I,Modernizing definitions and programs under the Administration on Aging,,,110.,Screening for fall-related traumatic brain injury; addressing public health emergencies and emerging health threats; negative health effects associated with social isolation,"(4) (4) in subparagraph (M), as redesignated by paragraph (1), by striking ; and and inserting a semicolon;."
,,I,Modernizing definitions and programs under the Administration on Aging,,,110.,Screening for fall-related traumatic brain injury; addressing public health emergencies and emerging health threats; negative health effects associated with social isolation,"(5) (5) by inserting after subparagraph (M), as redesignated by paragraph (1), the following: (N) (N) screening for the prevention of negative health effects associated with social isolation and coordination of supportive services and health care to address negative health effects associated with social isolation; and ; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,110.,Screening for fall-related traumatic brain injury; addressing public health emergencies and emerging health threats; negative health effects associated with social isolation,(N) (N) screening for the prevention of negative health effects associated with social isolation and coordination of supportive services and health care to address negative health effects associated with social isolation; and.
,,I,Modernizing definitions and programs under the Administration on Aging,,,110.,Screening for fall-related traumatic brain injury; addressing public health emergencies and emerging health threats; negative health effects associated with social isolation,"(6) (6) in subparagraph (O), as redesignated, by striking (A) through (K) and inserting (A) through (N) .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,112.,"Person-centered, trauma-informed services definition","(1) (1) by redesignating paragraphs (41) through (54) as paragraphs (42) through (55), respectively; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,112.,"Person-centered, trauma-informed services definition","(2) (2) by inserting after paragraph (40) the following: (41) (41) The term person-centered, trauma-informed , with respect to services, means services provided through an aging program that— (A) (A) use a holistic approach to providing services or care; (B) (B) promote the dignity, strength, and empowerment of victims of trauma; and (C) (C) incorporate evidence-based practices based on knowledge about the role of trauma in trauma victims’ lives. .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,112.,"Person-centered, trauma-informed services definition","(41) (41) The term person-centered, trauma-informed , with respect to services, means services provided through an aging program that— (A) (A) use a holistic approach to providing services or care; (B) (B) promote the dignity, strength, and empowerment of victims of trauma; and (C) (C) incorporate evidence-based practices based on knowledge about the role of trauma in trauma victims’ lives.."
,,I,Modernizing definitions and programs under the Administration on Aging,,,112.,"Person-centered, trauma-informed services definition",(A) (A) use a holistic approach to providing services or care;.
,,I,Modernizing definitions and programs under the Administration on Aging,,,112.,"Person-centered, trauma-informed services definition","(B) (B) promote the dignity, strength, and empowerment of victims of trauma; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,112.,"Person-centered, trauma-informed services definition",(C) (C) incorporate evidence-based practices based on knowledge about the role of trauma in trauma victims’ lives..
,,I,Modernizing definitions and programs under the Administration on Aging,,,113.,Traumatic brain injury,(1) (1) by redesignating paragraph (55) as paragraph (56); and.
,,I,Modernizing definitions and programs under the Administration on Aging,,,113.,Traumatic brain injury,(2) (2) by inserting after paragraph (54) the following: (55) (55) The term traumatic brain injury has the meaning given such term in section 393B(d) of the Public Health Service Act (42 U.S.C. 280b–1c(d)). ..
,,I,Modernizing definitions and programs under the Administration on Aging,,,113.,Traumatic brain injury,(55) (55) The term traumatic brain injury has the meaning given such term in section 393B(d) of the Public Health Service Act (42 U.S.C. 280b–1c(d))..
,,I,Modernizing definitions and programs under the Administration on Aging,,,114.,Modernizing the review of applications and providing technical assistance for disasters,"(a) (a) Review of applications Section 202 ( 42 U.S.C. 3012 ) is amended— (1) (1) by amending subsection (a)(4) to read as follows: (4) (4) administer the grants provided by this Act, but not approve an application submitted by an applicant for a grant for an activity under a provision of this Act for which such applicant previously received a grant under such provision unless the Assistant Secretary determines— (A) (A) the activity for which such application was submitted is being operated, or was operated, effectively to achieve its stated purpose; and (B) (B) such applicant has complied with the assurances provided to the Assistant Secretary with the application for such previous grant. ; and (2) (2) by adding at the end the following: (h) (h) The Assistant Secretary shall publish, on an annual basis, a list of centers and demonstration projects funded under each title of this Act. The Assistant Secretary shall ensure that this information is also directly provided to State agencies and area agencies on aging. .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,114.,Modernizing the review of applications and providing technical assistance for disasters,"(1) (1) by amending subsection (a)(4) to read as follows: (4) (4) administer the grants provided by this Act, but not approve an application submitted by an applicant for a grant for an activity under a provision of this Act for which such applicant previously received a grant under such provision unless the Assistant Secretary determines— (A) (A) the activity for which such application was submitted is being operated, or was operated, effectively to achieve its stated purpose; and (B) (B) such applicant has complied with the assurances provided to the Assistant Secretary with the application for such previous grant. ; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,114.,Modernizing the review of applications and providing technical assistance for disasters,"(4) (4) administer the grants provided by this Act, but not approve an application submitted by an applicant for a grant for an activity under a provision of this Act for which such applicant previously received a grant under such provision unless the Assistant Secretary determines— (A) (A) the activity for which such application was submitted is being operated, or was operated, effectively to achieve its stated purpose; and (B) (B) such applicant has complied with the assurances provided to the Assistant Secretary with the application for such previous grant.."
,,I,Modernizing definitions and programs under the Administration on Aging,,,114.,Modernizing the review of applications and providing technical assistance for disasters,"(A) (A) the activity for which such application was submitted is being operated, or was operated, effectively to achieve its stated purpose; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,114.,Modernizing the review of applications and providing technical assistance for disasters,(B) (B) such applicant has complied with the assurances provided to the Assistant Secretary with the application for such previous grant..
,,I,Modernizing definitions and programs under the Administration on Aging,,,114.,Modernizing the review of applications and providing technical assistance for disasters,"(2) (2) by adding at the end the following: (h) (h) The Assistant Secretary shall publish, on an annual basis, a list of centers and demonstration projects funded under each title of this Act. The Assistant Secretary shall ensure that this information is also directly provided to State agencies and area agencies on aging. .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,114.,Modernizing the review of applications and providing technical assistance for disasters,"(h) (h) The Assistant Secretary shall publish, on an annual basis, a list of centers and demonstration projects funded under each title of this Act. The Assistant Secretary shall ensure that this information is also directly provided to State agencies and area agencies on aging.."
,,I,Modernizing definitions and programs under the Administration on Aging,,,114.,Modernizing the review of applications and providing technical assistance for disasters,"(b) (b) Addressing the needs of older individuals in disasters Section 202(a) ( 42 U.S.C. 3012(a) ) is amended— (1) (1) in paragraph (30), by striking ; and and inserting a semicolon; (2) (2) in paragraph (31), by striking the period at the end and inserting a semicolon; and (3) (3) by adding at the end the following: (32) (32) provide technical assistance to, and share best practices with, State agencies and area agencies on aging on how to collaborate and coordinate activities and develop long-range emergency preparedness plans with local and State emergency response agencies, relief organizations, local and State governments, Federal agencies as appropriate, and any other institutions that have responsibility for disaster relief service delivery; .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,114.,Modernizing the review of applications and providing technical assistance for disasters,"(1) (1) in paragraph (30), by striking ; and and inserting a semicolon;."
,,I,Modernizing definitions and programs under the Administration on Aging,,,114.,Modernizing the review of applications and providing technical assistance for disasters,"(2) (2) in paragraph (31), by striking the period at the end and inserting a semicolon; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,114.,Modernizing the review of applications and providing technical assistance for disasters,"(3) (3) by adding at the end the following: (32) (32) provide technical assistance to, and share best practices with, State agencies and area agencies on aging on how to collaborate and coordinate activities and develop long-range emergency preparedness plans with local and State emergency response agencies, relief organizations, local and State governments, Federal agencies as appropriate, and any other institutions that have responsibility for disaster relief service delivery; .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,114.,Modernizing the review of applications and providing technical assistance for disasters,"(32) (32) provide technical assistance to, and share best practices with, State agencies and area agencies on aging on how to collaborate and coordinate activities and develop long-range emergency preparedness plans with local and State emergency response agencies, relief organizations, local and State governments, Federal agencies as appropriate, and any other institutions that have responsibility for disaster relief service delivery;."
,,I,Modernizing definitions and programs under the Administration on Aging,,,115.,Increased focus of Assistant Secretary on negative health effects associated with social isolation,"(33) (33) with input from aging network stakeholders, including caregivers, develop objectives, priorities, and a long-term plan for supporting State and local efforts involving education about prevention of, detection of, and response to negative health effects associated with social isolation among older individuals, and submit a report to Congress on this effort by January 2021; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,116.,"Notification of availability of or updates to policies, practices, and procedures through a uniform e-format","(34) (34) provide (to the extent practicable) a standardized notification to State agencies, area agencies on aging, providers of services under this Act, and grantees or contract awardees under this Act, through an electronic format (e-mail or other electronic notification), of the availability of, or updates to, policies, practices, and procedures under this Act.."
,,I,Modernizing definitions and programs under the Administration on Aging,,,117.,Evidence-based program adaptation,"(a) (a) Functions of the Assistant Secretary Section 202 ( 42 U.S.C. 3012 ) is amended— (1) (1) in subsection (a)(28), by inserting before the semicolon , including information and technical assistance on delivery of such services in different settings ; and (2) (2) in subsection (b)(9)(B), by inserting before the semicolon , including delivery of such services in different settings .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,117.,Evidence-based program adaptation,"(1) (1) in subsection (a)(28), by inserting before the semicolon , including information and technical assistance on delivery of such services in different settings ; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,117.,Evidence-based program adaptation,"(2) (2) in subsection (b)(9)(B), by inserting before the semicolon , including delivery of such services in different settings .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,117.,Evidence-based program adaptation,"(b) (b) Evidence-Based disease prevention and health promotion services Section 361(a) ( 42 U.S.C. 3030m(a) ) is amended in the second sentence by inserting provide technical assistance on the delivery of evidence-based disease prevention and health promotion services in different settings and for different populations, and before consult .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,118.,Business acumen provisions and clarification regarding outside funding for area agencies on aging,"(a) (a) Assistance relating To growing and sustaining capacity Section 202(b)(9) ( 42 U.S.C. 3012(b)(9) ) is amended— (1) (1) in subparagraph (A), by striking and after the semicolon at the end; (2) (2) in subparagraph (B), as amended by section 117(a)(2), by inserting and after the semicolon at the end; and (3) (3) by adding at the end the following: (C) (C) activities for increasing business acumen, capacity building, organizational development, innovation, and other methods of growing and sustaining the capacity of the aging network to serve older individuals and caregivers most effectively; .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,118.,Business acumen provisions and clarification regarding outside funding for area agencies on aging,"(1) (1) in subparagraph (A), by striking and after the semicolon at the end;."
,,I,Modernizing definitions and programs under the Administration on Aging,,,118.,Business acumen provisions and clarification regarding outside funding for area agencies on aging,"(2) (2) in subparagraph (B), as amended by section 117(a)(2), by inserting and after the semicolon at the end; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,118.,Business acumen provisions and clarification regarding outside funding for area agencies on aging,"(3) (3) by adding at the end the following: (C) (C) activities for increasing business acumen, capacity building, organizational development, innovation, and other methods of growing and sustaining the capacity of the aging network to serve older individuals and caregivers most effectively; .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,118.,Business acumen provisions and clarification regarding outside funding for area agencies on aging,"(C) (C) activities for increasing business acumen, capacity building, organizational development, innovation, and other methods of growing and sustaining the capacity of the aging network to serve older individuals and caregivers most effectively;."
,,I,Modernizing definitions and programs under the Administration on Aging,,,118.,Business acumen provisions and clarification regarding outside funding for area agencies on aging,"(b) (b) Clarifying partnerships for area agencies on aging Section 306 ( 42 U.S.C. 3026 ) is amended by adding at the end the following: (g) (g) Nothing in this Act shall restrict an area agency on aging from providing services not provided or authorized by this Act, including through— (1) (1) contracts with health care payers; (2) (2) consumer private pay programs; or (3) (3) other arrangements with entities or individuals that increase the availability of home- and community-based services and supports. .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,118.,Business acumen provisions and clarification regarding outside funding for area agencies on aging,"(g) (g) Nothing in this Act shall restrict an area agency on aging from providing services not provided or authorized by this Act, including through— (1) (1) contracts with health care payers; (2) (2) consumer private pay programs; or (3) (3) other arrangements with entities or individuals that increase the availability of home- and community-based services and supports.."
,,I,Modernizing definitions and programs under the Administration on Aging,,,118.,Business acumen provisions and clarification regarding outside funding for area agencies on aging,(1) (1) contracts with health care payers;.
,,I,Modernizing definitions and programs under the Administration on Aging,,,118.,Business acumen provisions and clarification regarding outside funding for area agencies on aging,(2) (2) consumer private pay programs; or.
,,I,Modernizing definitions and programs under the Administration on Aging,,,118.,Business acumen provisions and clarification regarding outside funding for area agencies on aging,(3) (3) other arrangements with entities or individuals that increase the availability of home- and community-based services and supports..
,,I,Modernizing definitions and programs under the Administration on Aging,,,118.,Business acumen provisions and clarification regarding outside funding for area agencies on aging,(c) (c) Conforming amendment Section 307(a) ( 42 U.S.C. 3027(a) ) is amended— (1) (1) by striking paragraph (26); and (2) (2) by redesignating paragraphs (27) through (30) as paragraphs (26) through (29)..
,,I,Modernizing definitions and programs under the Administration on Aging,,,118.,Business acumen provisions and clarification regarding outside funding for area agencies on aging,(1) (1) by striking paragraph (26); and.
,,I,Modernizing definitions and programs under the Administration on Aging,,,118.,Business acumen provisions and clarification regarding outside funding for area agencies on aging,(2) (2) by redesignating paragraphs (27) through (30) as paragraphs (26) through (29)..
,,I,Modernizing definitions and programs under the Administration on Aging,,,119.,Demonstration on direct care workers,"(1) (1) by redesignating paragraphs (13) and (14) as paragraphs (14) and (15), respectively; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,119.,Demonstration on direct care workers,"(2) (2) by inserting after paragraph (12) the following: (13) (13) in coordination with the Secretary of Labor, the demonstration of new strategies for the recruitment, retention, or advancement of direct care workers, and the soliciting, development, and implementation of strategies— (A) (A) to reduce barriers to entry for a diverse and high-quality direct care workforce, including providing wages, benefits, and advancement opportunities needed to attract or retain direct care workers; and (B) (B) to provide education and workforce development programs for direct care workers that include supportive services and career planning; .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,119.,Demonstration on direct care workers,"(13) (13) in coordination with the Secretary of Labor, the demonstration of new strategies for the recruitment, retention, or advancement of direct care workers, and the soliciting, development, and implementation of strategies— (A) (A) to reduce barriers to entry for a diverse and high-quality direct care workforce, including providing wages, benefits, and advancement opportunities needed to attract or retain direct care workers; and (B) (B) to provide education and workforce development programs for direct care workers that include supportive services and career planning;."
,,I,Modernizing definitions and programs under the Administration on Aging,,,119.,Demonstration on direct care workers,"(A) (A) to reduce barriers to entry for a diverse and high-quality direct care workforce, including providing wages, benefits, and advancement opportunities needed to attract or retain direct care workers; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,119.,Demonstration on direct care workers,(B) (B) to provide education and workforce development programs for direct care workers that include supportive services and career planning;.
,,I,Modernizing definitions and programs under the Administration on Aging,,,120.,National resource center for older individuals experiencing the long-term and adverse consequences of trauma,"(1) (1) by redesignating paragraphs (14) and (15) as paragraphs (15) and (16), respectively; and."
,,I,Modernizing definitions and programs under the Administration on Aging,,,120.,National resource center for older individuals experiencing the long-term and adverse consequences of trauma,"(2) (2) by inserting after paragraph (13) the following: (14) (14) the establishment and operation of a national resource center that shall— (A) (A) provide training and technical assistance to agencies in the aging network delivering services to older individuals experiencing the long-term and adverse consequences of trauma; (B) (B) share best practices with the aging network; and (C) (C) make subgrants to the agencies best positioned to advance and improve the delivery of person-centered, trauma-informed services for older individuals experiencing the long-term and adverse consequences of trauma; .."
,,I,Modernizing definitions and programs under the Administration on Aging,,,120.,National resource center for older individuals experiencing the long-term and adverse consequences of trauma,"(14) (14) the establishment and operation of a national resource center that shall— (A) (A) provide training and technical assistance to agencies in the aging network delivering services to older individuals experiencing the long-term and adverse consequences of trauma; (B) (B) share best practices with the aging network; and (C) (C) make subgrants to the agencies best positioned to advance and improve the delivery of person-centered, trauma-informed services for older individuals experiencing the long-term and adverse consequences of trauma;."
,,I,Modernizing definitions and programs under the Administration on Aging,,,120.,National resource center for older individuals experiencing the long-term and adverse consequences of trauma,(A) (A) provide training and technical assistance to agencies in the aging network delivering services to older individuals experiencing the long-term and adverse consequences of trauma;.
,,I,Modernizing definitions and programs under the Administration on Aging,,,120.,National resource center for older individuals experiencing the long-term and adverse consequences of trauma,(B) (B) share best practices with the aging network; and.
,,I,Modernizing definitions and programs under the Administration on Aging,,,120.,National resource center for older individuals experiencing the long-term and adverse consequences of trauma,"(C) (C) make subgrants to the agencies best positioned to advance and improve the delivery of person-centered, trauma-informed services for older individuals experiencing the long-term and adverse consequences of trauma;."
,,I,Modernizing definitions and programs under the Administration on Aging,,,121.,National Resource Center for Women and Retirement,"(k) (k) (1) (1) The Assistant Secretary shall, directly or by grant or contract, operate the National Resource Center for Women and Retirement (in this subsection referred to as the Center ). (2) (2) The Center shall— (A) (A) provide tools, such as basic financial management, retirement planning, and other tools that promote financial literacy and help to identify and prevent exploitation (including fraud), and integrate these with information on health and long-term care; (B) (B) annually disseminate a summary of outreach activities provided, including work to provide user-friendly consumer information and public education materials; (C) (C) develop targeted outreach strategies; (D) (D) provide technical assistance to State agencies and to other public and nonprofit private agencies and organizations; and (E) (E) develop partnerships and collaborations to address program objectives.."
,,I,Modernizing definitions and programs under the Administration on Aging,,,121.,National Resource Center for Women and Retirement,"(1) (1) The Assistant Secretary shall, directly or by grant or contract, operate the National Resource Center for Women and Retirement (in this subsection referred to as the Center ).."
,,I,Modernizing definitions and programs under the Administration on Aging,,,121.,National Resource Center for Women and Retirement,"(2) (2) The Center shall— (A) (A) provide tools, such as basic financial management, retirement planning, and other tools that promote financial literacy and help to identify and prevent exploitation (including fraud), and integrate these with information on health and long-term care; (B) (B) annually disseminate a summary of outreach activities provided, including work to provide user-friendly consumer information and public education materials; (C) (C) develop targeted outreach strategies; (D) (D) provide technical assistance to State agencies and to other public and nonprofit private agencies and organizations; and (E) (E) develop partnerships and collaborations to address program objectives.."
