division_number,division_header,title_number,title_header,subtitle,part,section_number,section_header,text
,,,,,,2.,Low power TV stations,"(B) (B) Considerations The Commission may approve an application submitted under subparagraph (A) if the low power TV station submitting the application— (i) (i) satisfies— (I) (I) section 336(f)(2) of the Communications Act of 1934 ( 47 U.S.C. 336(f)(2) ) and the rules issued under that section, including the requirements under such section 336(f)(2) with respect to locally produced programming, except that, for the purposes of this subclause, the period described in the matter preceding subclause (I) of subparagraph (A)(i) of such section 336(f)(2) shall be construed to be the 90-day period preceding the date of enactment of this Act; and (II) (II) paragraphs (b), (c), and (d) of 73.6001 of title 47, Code of Federal Regulations, or any successor regulation; (ii) (ii) demonstrates to the Commission that the Class A station for which the license is sought will not cause any interference described in section 336(f)(7) of the Communications Act of 1934 ( 47 U.S.C. 336(f)(7) ); and (iii) (iii) as of the date of enactment of this Act, operates in a Designated Market Area with not more than 95,000 television households.."
,,,,,,2.,Low power TV stations,"(i) (i) satisfies— (I) (I) section 336(f)(2) of the Communications Act of 1934 ( 47 U.S.C. 336(f)(2) ) and the rules issued under that section, including the requirements under such section 336(f)(2) with respect to locally produced programming, except that, for the purposes of this subclause, the period described in the matter preceding subclause (I) of subparagraph (A)(i) of such section 336(f)(2) shall be construed to be the 90-day period preceding the date of enactment of this Act; and (II) (II) paragraphs (b), (c), and (d) of 73.6001 of title 47, Code of Federal Regulations, or any successor regulation;."
,,,,,,2.,Low power TV stations,"(I) (I) section 336(f)(2) of the Communications Act of 1934 ( 47 U.S.C. 336(f)(2) ) and the rules issued under that section, including the requirements under such section 336(f)(2) with respect to locally produced programming, except that, for the purposes of this subclause, the period described in the matter preceding subclause (I) of subparagraph (A)(i) of such section 336(f)(2) shall be construed to be the 90-day period preceding the date of enactment of this Act; and."
,,,,,,2.,Low power TV stations,"(II) (II) paragraphs (b), (c), and (d) of 73.6001 of title 47, Code of Federal Regulations, or any successor regulation;."
,,,,,,2.,Low power TV stations,(ii) (ii) demonstrates to the Commission that the Class A station for which the license is sought will not cause any interference described in section 336(f)(7) of the Communications Act of 1934 ( 47 U.S.C. 336(f)(7) ); and.
,,,,,,2.,Low power TV stations,"(iii) (iii) as of the date of enactment of this Act, operates in a Designated Market Area with not more than 95,000 television households.."
,,,,,,2.,Low power TV stations,"(3) (3) Applicability of license A license that accords primary status as a Class A television licensee to a low power TV station as a result of the rule with respect to which the Commission is required to issue notice under paragraph (1) shall— (A) (A) be subject to the same license terms and renewal standards as a license for a full power television broadcast station, except as otherwise expressly provided in this subsection; and (B) (B) require the low power TV station to remain in compliance with paragraph (2)(B) during the term of the license.."
,,,,,,2.,Low power TV stations,"(A) (A) be subject to the same license terms and renewal standards as a license for a full power television broadcast station, except as otherwise expressly provided in this subsection; and."
,,,,,,2.,Low power TV stations,(B) (B) require the low power TV station to remain in compliance with paragraph (2)(B) during the term of the license..
,,,,,,2.,Low power TV stations,"(d) (d) Reporting Not later than 1 year after the date of enactment of this Act, the Commission shall submit to the Committee on Commerce, Science, and Transportation of the Senate and the Committee on Energy and Commerce of the House of Representatives a report regarding the implementation of this section, which shall include— (1) (1) a list of the current, as of the date on which the report is submitted, licensees that have been accorded primary status as Class A television licensees; and (2) (2) of the licensees described in paragraph (1), an identification of each such licensee that has been accorded the status described in that paragraph because of the implementation of this section.."
,,,,,,2.,Low power TV stations,"(1) (1) a list of the current, as of the date on which the report is submitted, licensees that have been accorded primary status as Class A television licensees; and."
,,,,,,2.,Low power TV stations,"(2) (2) of the licensees described in paragraph (1), an identification of each such licensee that has been accorded the status described in that paragraph because of the implementation of this section.."
,,,,,,2.,Low power TV stations,"(e) (e) Rule of construction Nothing in this section may be construed to affect a decision of the Commission relating to completion of the transition, relocation, or reimbursement of entities as a result of the systems of competitive bidding conducted pursuant to title VI of the Middle Class Tax Relief and Job Creation Act of 2012 ( 47 U.S.C. 1401 et seq. ), and the amendments made by that title, that are collectively commonly referred to as the Television Broadcast Incentive Auction .."
