Number,Type,Congress,Title,Url,Sponsor,Subject,Text Access
9308,HR,117,"To designate the facility of the United States Postal Service located at 6401 El Cajon Boulevard in San Diego, California, as the ""Susan A. Davis Post Office"".",https://api.congress.gov/v3/bill/117/hr/9308?format=xml,"Rep. Jacobs, Sara [D-CA-53]",Government Operations and Politics,https://www.congress.gov/117/bills/hr9308/BILLS-117hr9308enr.xml
8226,HR,117,"To designate the facility of the United States Postal Service located at 236 Concord Exchange North in South Saint Paul, Minnesota, as the ""Officer Leo Pavlak Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/8226?format=xml,"Rep. Craig, Angie [D-MN-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr8226/BILLS-117hr8226enr.xml
8025,HR,117,"To designate the facility of the United States Postal Service located at 100 South 1st Street in Minneapolis, Minnesota, as the ""Martin Olav Sabo Post Office"".",https://api.congress.gov/v3/bill/117/hr/8025?format=xml,"Rep. Omar, Ilhan [D-MN-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr8025/BILLS-117hr8025enr.xml
8026,HR,117,"To designate the facility of the United States Postal Service located at 825 West 65th Street in Minneapolis, Minnesota, as the ""Charles W. Lindberg Post Office"".",https://api.congress.gov/v3/bill/117/hr/8026?format=xml,"Rep. Omar, Ilhan [D-MN-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr8026/BILLS-117hr8026enr.xml
2473,HR,117,"To designate the facility of the United States Postal Service located at 275 Penn Avenue in Salem, Ohio, as the ""Howard Arthur Tibbs Post Office"".",https://api.congress.gov/v3/bill/117/hr/2473?format=xml,"Rep. Johnson, Bill [R-OH-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr2473/BILLS-117hr2473enr.xml
5650,HR,117,"To designate the facility of the United States Postal Service located at 16605 East Avenue of the Fountains in Fountain Hills, Arizona, as the ""Dr. C.T. Wright Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5650?format=xml,"Rep. Schweikert, David [R-AZ-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5650/BILLS-117hr5650enr.xml
5794,HR,117,"To designate the facility of the United States Postal Service located at 850 Walnut Street in McKeesport, Pennsylvania, as the ""First Sergeant Leonard A. Funk, Jr. Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5794?format=xml,"Rep. Doyle, Michael F. [D-PA-18]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5794/BILLS-117hr5794enr.xml
5271,HR,117,"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the ""Thelma Harper Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5271?format=xml,"Rep. Cooper, Jim [D-TN-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5271/BILLS-117hr5271enr.xml
5865,HR,117,"To designate the facility of the United States Postal Service located at 4110 Bluebonnet Drive in Stafford, Texas, as the ""Leonard Scarcella Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5865?format=xml,"Rep. Green, Al [D-TX-9]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5865/BILLS-117hr5865enr.xml
5349,HR,117,"To designate the facility of the United States Postal Service located at 1550 State Road S-38-211 in Orangeburg, South Carolina, as the ""J.I. Washington Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5349?format=xml,"Rep. Clyburn, James E. [D-SC-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5349/BILLS-117hr5349enr.xml
5659,HR,117,"To designate the facility of the United States Postal Service located at 1961 North C Street in Oxnard, California, as the ""John R. Hatcher III Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5659?format=xml,"Rep. Brownley, Julia [D-CA-26]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5659/BILLS-117hr5659enr.xml
6220,HR,117,"To designate the facility of the United States Postal Service located at 100 3rd Avenue Northwest in Perham, Minnesota, as the ""Charles P. Nord Post Office"".",https://api.congress.gov/v3/bill/117/hr/6220?format=xml,"Rep. Fischbach, Michelle [R-MN-7]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6220/BILLS-117hr6220enr.xml
4899,HR,117,"To designate the facility of the United States Postal Service located at 10 Broadway Street West, in Akeley, Minnesota, as the ""Neal Kenneth Todd Post Office"".",https://api.congress.gov/v3/bill/117/hr/4899?format=xml,"Rep. Stauber, Pete [R-MN-8]",Government Operations and Politics,https://www.congress.gov/117/bills/hr4899/BILLS-117hr4899enr.xml
4622,HR,117,"To designate the facility of the United States Postal Service located at 226 North Main Street in Roseville, Ohio, as the ""Ronald E. Rosser Post Office"".",https://api.congress.gov/v3/bill/117/hr/4622?format=xml,"Rep. Balderson, Troy [R-OH-12]",Government Operations and Politics,https://www.congress.gov/117/bills/hr4622/BILLS-117hr4622enr.xml
6080,HR,117,"To designate the facility of the United States Postal Service located at 5420 Kavanaugh Boulevard in Little Rock, Arkansas, as the ""Ronald A. Robinson Post Office"".",https://api.congress.gov/v3/bill/117/hr/6080?format=xml,"Rep. Hill, J. French [R-AR-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6080/BILLS-117hr6080enr.xml
6218,HR,117,"To designate the facility of the United States Postal Service located at 317 Blattner Drive in Avon, Minnesota, as the ""W.O.C. Kort Miller Plantenberg Post Office"".",https://api.congress.gov/v3/bill/117/hr/6218?format=xml,"Rep. Emmer, Tom [R-MN-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6218/BILLS-117hr6218enr.xml
6221,HR,117,"To designate the facility of the United States Postal Service located at 155 Main Avenue West in Winsted, Minnesota, as the ""James A. Rogers Jr. Post Office"".",https://api.congress.gov/v3/bill/117/hr/6221?format=xml,"Rep. Fischbach, Michelle [R-MN-7]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6221/BILLS-117hr6221enr.xml
6267,HR,117,"To designate the facility of the United States Postal Service located at 15 Chestnut Street in Suffern, New York, as the ""Sergeant Gerald T. 'Jerry' Donnellan Post Office"".",https://api.congress.gov/v3/bill/117/hr/6267?format=xml,"Rep. Jones, Mondaire [D-NY-17]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6267/BILLS-117hr6267enr.xml
6042,HR,117,"To designate the facility of the United States Postal Service located at 213 William Hilton Parkway in Hilton Head Island, South Carolina, as the ""Caesar H. Wright Jr. Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/6042?format=xml,"Rep. Mace, Nancy [R-SC-1]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6042/BILLS-117hr6042enr.xml
6917,HR,117,"To designate the facility of the United States Postal Service located at 301 East Congress Parkway in Crystal Lake, Illinois, as the ""Ryan J. Cummings Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/6917?format=xml,"Rep. Casten, Sean [D-IL-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6917/BILLS-117hr6917enr.xml
5952,HR,117,"To designate the facility of the United States Postal Service located at 123 East Main Street, in Vergas, Minnesota, as the ""Jon Glawe Post Office"".",https://api.congress.gov/v3/bill/117/hr/5952?format=xml,"Rep. Fischbach, Michelle [R-MN-7]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5952/BILLS-117hr5952enr.xml
5900,HR,117,"To designate the facility of the United States Postal Service located at 2016 East 1st Street in Los Angeles, California, as the ""Marine Corps Reserve PVT Jacob Cruz Post Office"".",https://api.congress.gov/v3/bill/117/hr/5900?format=xml,"Rep. Gomez, Jimmy [D-CA-34]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5900/BILLS-117hr5900enr.xml
5961,HR,117,"To make revisions in title 5, United States Code, as necessary to keep the title current, and to make technical amendments to improve the United States Code.",https://api.congress.gov/v3/bill/117/hr/5961?format=xml,"Rep. Neguse, Joe [D-CO-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5961/BILLS-117hr5961enr.xml
7638,HR,117,"To designate the facility of the United States Postal Service located at 6000 South Florida Avenue in Lakeland, Florida, as the ""U.S. Marine Corporal Ronald R. Payne Jr. Post Office"".",https://api.congress.gov/v3/bill/117/hr/7638?format=xml,"Rep. Franklin, C. Scott [R-FL-15]",Government Operations and Politics,https://www.congress.gov/117/bills/hr7638/BILLS-117hr7638enr.xml
7519,HR,117,"To designate the facility of the United States Postal Service located at 2050 South Boulevard in Bloomfield Township, Michigan, as the ""Dr. Ezra S. Parke Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/7519?format=xml,"Rep. Levin, Andy [D-MI-9]",Government Operations and Politics,https://www.congress.gov/117/bills/hr7519/BILLS-117hr7519enr.xml
7518,HR,117,"To designate the facility of the United States Postal Service located at 23200 John R Road in Hazel Park, Michigan, as the ""Roy E. Dickens Post Office"".",https://api.congress.gov/v3/bill/117/hr/7518?format=xml,"Rep. Levin, Andy [D-MI-9]",Government Operations and Politics,https://www.congress.gov/117/bills/hr7518/BILLS-117hr7518enr.xml
6630,HR,117,"To designate the facility of the United States Postal Service located at 1400 N Kraemer Blvd. in Placentia, California, as the ""PFC Jang Ho Kim Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/6630?format=xml,"Rep. Kim, Young [R-CA-39]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6630/BILLS-117hr6630enr.xml
7514,HR,117,"To designate the facility of the United States Postal Service located at 345 South Main Street in Butler, Pennsylvania, as the ""Andrew Gomer Williams Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/7514?format=xml,"Rep. Kelly, Mike [R-PA-16]",Government Operations and Politics,https://www.congress.gov/117/bills/hr7514/BILLS-117hr7514enr.xml
203,HR,117,"To designate the facility of the United States Postal Service located at 4020 Broadway Street in Houston, Texas, as the ""Benny C. Martinez Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/203?format=xml,"Rep. Garcia, Sylvia R. [D-TX-29]",Government Operations and Politics,https://www.congress.gov/117/bills/hr203/BILLS-117hr203enr.xml
1095,HR,117,"To designate the facility of the United States Postal Service located at 101 South Willowbrook Avenue in Compton, California, as the ""PFC James Anderson, Jr., Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/1095?format=xml,"Rep. Barragan, Nanette Diaz [D-CA-44]",Government Operations and Politics,https://www.congress.gov/117/bills/hr1095/BILLS-117hr1095enr.xml
2220,HR,117,"To amend title 40, United States Code, to modify the treatment of certain bargain-price options to purchase at less than fair market value, and for other purposes.",https://api.congress.gov/v3/bill/117/hr/2220?format=xml,"Rep. Guest, Michael [R-MS-3]",Government Operations and Politics,https://www.congress.gov/117/bills/hr2220/BILLS-117hr2220enr.xml
7535,HR,117,Quantum Computing Cybersecurity Preparedness Act,https://api.congress.gov/v3/bill/117/hr/7535?format=xml,"Rep. Khanna, Ro [D-CA-17]",Government Operations and Politics,https://www.congress.gov/117/bills/hr7535/BILLS-117hr7535enr.xml
5060,S,117,Paul D. Wellstone Building Act of 2022,https://api.congress.gov/v3/bill/117/s/5060?format=xml,"Sen. Klobuchar, Amy [D-MN]",Government Operations and Politics,https://www.congress.gov/117/bills/s5060/BILLS-117s5060enr.xml
3825,S,117,"A bill to designate the facility of the United States Postal Service located at 3903 Melear Drive in Arlington, Texas, as the ""Ron Wright Post Office Building"".",https://api.congress.gov/v3/bill/117/s/3825?format=xml,"Sen. Cornyn, John [R-TX]",Government Operations and Politics,https://www.congress.gov/117/bills/s3825/BILLS-117s3825enr.xml
4017,S,117,"A bill to designate the United States courthouse located at 111 South Highland Avenue in Jackson, Tennessee, as the ""James D. Todd United States Courthouse"", and for other purposes.",https://api.congress.gov/v3/bill/117/s/4017?format=xml,"Sen. Blackburn, Marsha [R-TN]",Government Operations and Politics,https://www.congress.gov/117/bills/s4017/BILLS-117s4017enr.xml
6614,HR,117,"To designate the facility of the United States Postal Service located at 4744 Grand River Avenue in Detroit, Michigan, as the ""Rosa Louise McCauley Parks Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/6614?format=xml,"Rep. Tlaib, Rashida [D-MI-13]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6614/BILLS-117hr6614enr.xml
228,HR,117,"To designate the facility of the United States Postal Service located at 2141 Ferry Street in Anderson, California, as the ""Norma Comnick Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/228?format=xml,"Rep. LaMalfa, Doug [R-CA-1]",Government Operations and Politics,https://www.congress.gov/117/bills/hr228/BILLS-117hr228enr.xml
700,HR,117,"To designate the facility of the United States Postal Service located at 303 East Mississippi Avenue in Elwood, Illinois, as the ""Lawrence M. 'Larry' Walsh Sr. Post Office"".",https://api.congress.gov/v3/bill/117/hr/700?format=xml,"Rep. Foster, Bill [D-IL-11]",Government Operations and Politics,https://www.congress.gov/117/bills/hr700/BILLS-117hr700enr.xml
3175,HR,117,"To designate the facility of the United States Postal Service located at 135 Main Street in Biloxi, Mississippi, as the ""Robert S. McKeithen Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/3175?format=xml,"Rep. Palazzo, Steven M. [R-MS-4]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3175/BILLS-117hr3175enr.xml
521,HR,117,First Responder Fair RETIRE Act,https://api.congress.gov/v3/bill/117/hr/521?format=xml,"Rep. Connolly, Gerald E. [D-VA-11]",Government Operations and Politics,https://www.congress.gov/117/bills/hr521/BILLS-117hr521enr.xml
3826,S,117,"A bill to designate the facility of the United States Postal Service located at 1304 4th Avenue in Canyon, Texas, as the ""Gary James Fletcher Post Office Building"".",https://api.congress.gov/v3/bill/117/s/3826?format=xml,"Sen. Cornyn, John [R-TX]",Government Operations and Politics,https://www.congress.gov/117/bills/s3826/BILLS-117s3826enr.xml
3884,S,117,"A bill to designate the facility of the United States Postal Service located at 404 U.S. Highway 41 North in Baraga, Michigan, as the ""Cora Reynolds Anderson Post Office"".",https://api.congress.gov/v3/bill/117/s/3884?format=xml,"Sen. Peters, Gary C. [D-MI]",Government Operations and Politics,https://www.congress.gov/117/bills/s3884/BILLS-117s3884enr.xml
4791,S,117,"A bill to amend section 301 of title 44, United States Code, to establish a term for the appointment of the Director of the Government Publishing Office.",https://api.congress.gov/v3/bill/117/s/4791?format=xml,"Sen. Blunt, Roy [R-MO]",Government Operations and Politics,https://www.congress.gov/117/bills/s4791/BILLS-117s4791enr.xml
442,S,117,BRIGHT Act,https://api.congress.gov/v3/bill/117/s/442?format=xml,"Sen. Peters, Gary C. [D-MI]",Government Operations and Politics,https://www.congress.gov/117/bills/s442/BILLS-117s442enr.xml
2551,S,117,AI Training Act,https://api.congress.gov/v3/bill/117/s/2551?format=xml,"Sen. Peters, Gary C. [D-MI]",Government Operations and Politics,https://www.congress.gov/117/bills/s2551/BILLS-117s2551enr.xml
91,HR,117,"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the ""Private First Class Barrett Lyle Austin Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/91?format=xml,"Rep. Duncan, Jeff [R-SC-3]",Government Operations and Politics,https://www.congress.gov/117/bills/hr91/BILLS-117hr91enr.xml
5809,HR,117,"To designate the facility of the United States Postal Service located at 1801 Town and Country Drive in Norco, California, as the ""Lance Corporal Kareem Nikoui Memorial Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5809?format=xml,"Rep. Calvert, Ken [R-CA-42]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5809/BILLS-117hr5809enr.xml
92,HR,117,"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the ""Specialist Four Charles Johnson Post Office"".",https://api.congress.gov/v3/bill/117/hr/92?format=xml,"Rep. Duncan, Jeff [R-SC-3]",Government Operations and Politics,https://www.congress.gov/117/bills/hr92/BILLS-117hr92enr.xml
2142,HR,117,"To designate the facility of the United States Postal Service located at 170 Manhattan Avenue in Buffalo, New York, as the ""Indiana Hunt-Martin Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/2142?format=xml,"Rep. Higgins, Brian [D-NY-26]",Government Operations and Politics,https://www.congress.gov/117/bills/hr2142/BILLS-117hr2142enr.xml
3508,HR,117,"To designate the facility of the United States Postal Service located at 39 West Main Street, in Honeoye Falls, New York, as the ""CW4 Christian J. Koch Memorial Post Office"".",https://api.congress.gov/v3/bill/117/hr/3508?format=xml,"Rep. Jacobs, Chris [R-NY-27]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3508/BILLS-117hr3508enr.xml
3539,HR,117,"To designate the facility of the United States Postal Service located at 223 West Chalan Santo Papa in Hagatna, Guam, as the ""Atanasio Taitano Perez Post Office"".",https://api.congress.gov/v3/bill/117/hr/3539?format=xml,"Del. San Nicolas, Michael F. Q. [D-GU-At Large]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3539/BILLS-117hr3539enr.xml
2293,S,117,CREW Act,https://api.congress.gov/v3/bill/117/s/2293?format=xml,"Sen. Peters, Gary C. [D-MI]",Government Operations and Politics,https://www.congress.gov/117/bills/s2293/BILLS-117s2293enr.xml
5577,HR,117,"To designate the facility of the United States Postal Service located at 3900 Crown Road Southwest in Atlanta, Georgia, as the ""John R. Lewis Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5577?format=xml,"Rep. Williams, Nikema [D-GA-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5577/BILLS-117hr5577enr.xml
735,HR,117,"To designate the facility of the United States Postal Service located at 502 East Cotati Avenue in Cotati, California, as the ""Arturo L. Ibleto Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/735?format=xml,"Rep. Thompson, Mike [D-CA-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr735/BILLS-117hr735enr.xml
1444,HR,117,"To designate the facility of the United States Postal Service located at 132 North Loudoun Street, Suite 1 in Winchester, Virginia, as the ""Patsy Cline Post Office"".",https://api.congress.gov/v3/bill/117/hr/1444?format=xml,"Rep. Wexton, Jennifer [D-VA-10]",Government Operations and Politics,https://www.congress.gov/117/bills/hr1444/BILLS-117hr1444enr.xml
767,HR,117,"To designate the facility of the United States Postal Service located at 40 Fulton Street in Middletown, New York, as the ""Benjamin A. Gilman Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/767?format=xml,"Rep. Maloney, Sean Patrick [D-NY-18]",Government Operations and Politics,https://www.congress.gov/117/bills/hr767/BILLS-117hr767enr.xml
2324,HR,117,"To designate the facility of the United States Postal Service located at 2800 South Adams Street in Tallahassee, Florida, as the ""D. Edwina Stephens Post Office"".",https://api.congress.gov/v3/bill/117/hr/2324?format=xml,"Rep. Lawson, Al, Jr. [D-FL-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr2324/BILLS-117hr2324enr.xml
1170,HR,117,"To designate the facility of the United States Postal Service located at 1 League in Irvine, California, as the ""Tuskegee Airman Lieutenant Colonel Robert J. Friend Memorial Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/1170?format=xml,"Rep. Porter, Katie [D-CA-45]",Government Operations and Politics,https://www.congress.gov/117/bills/hr1170/BILLS-117hr1170enr.xml
1097,S,117,Federal Rotational Cyber Workforce Program Act of 2021,https://api.congress.gov/v3/bill/117/s/1097?format=xml,"Sen. Peters, Gary C. [D-MI]",Government Operations and Politics,https://www.congress.gov/117/bills/s1097/BILLS-117s1097enr.xml
3613,HR,117,"To designate the facility of the United States Postal Service located at 202 Trumbull Street in Saint Clair, Michigan, as the ""Corporal Jeffrey Robert Standfest Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/3613?format=xml,"Rep. McClain, Lisa C. [R-MI-10]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3613/BILLS-117hr3613enr.xml
4160,S,117,Supreme Court Police Parity Act of 2022,https://api.congress.gov/v3/bill/117/s/4160?format=xml,"Sen. Cornyn, John [R-TX]",Government Operations and Politics,https://www.congress.gov/117/bills/s4160/BILLS-117s4160enr.xml
1298,HR,117,"To designate the facility of the United States Postal Service located at 1233 North Cedar Street in Owasso, Oklahoma, as the ""Technical Sergeant Marshal Roberts Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/1298?format=xml,"Rep. Hern, Kevin [R-OK-1]",Government Operations and Politics,https://www.congress.gov/117/bills/hr1298/BILLS-117hr1298enr.xml
2201,S,117,Supply Chain Security Training Act of 2021,https://api.congress.gov/v3/bill/117/s/2201?format=xml,"Sen. Peters, Gary C. [D-MI]",Government Operations and Politics,https://www.congress.gov/117/bills/s2201/BILLS-117s2201enr.xml
4168,HR,117,"To designate the facility of the United States Postal Service located at 6223 Maple Street, in Omaha, Nebraska, as the ""Petty Officer 1st Class Charles Jackson French Post Office"".",https://api.congress.gov/v3/bill/117/hr/4168?format=xml,"Rep. Bacon, Don [R-NE-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr4168/BILLS-117hr4168enr.xml
3579,HR,117,"To designate the facility of the United States Postal Service located at 200 East Main Street in Maroa, Illinois, as the ""Jeremy L. Ridlen Post Office"".",https://api.congress.gov/v3/bill/117/hr/3579?format=xml,"Rep. Davis, Rodney [R-IL-13]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3579/BILLS-117hr3579enr.xml
3076,HR,117,Postal Service Reform Act of 2022,https://api.congress.gov/v3/bill/117/hr/3076?format=xml,"Rep. Maloney, Carolyn B. [D-NY-12]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3076/BILLS-117hr3076enr.xml
1828,S,117,HAVANA Act of 2021,https://api.congress.gov/v3/bill/117/s/1828?format=xml,"Sen. Collins, Susan M. [R-ME]",Government Operations and Politics,https://www.congress.gov/117/bills/s1828/BILLS-117s1828enr.xml
6023,HR,117,Multinational Species Conservation Funds Semipostal Stamp Reauthorization Act of 2021,https://api.congress.gov/v3/bill/117/hr/6023?format=xml,"Rep. Costa, Jim [D-CA-16]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6023/BILLS-117hr6023enr.xml
2126,S,117,"A bill to designate the Federal Office Building located at 308 W. 21st Street in Cheyenne, Wyoming, as the ""Louisa Swain Federal Office Building"", and for other purposes.",https://api.congress.gov/v3/bill/117/s/2126?format=xml,"Sen. Lummis, Cynthia M. [R-WY]",Government Operations and Politics,https://www.congress.gov/117/bills/s2126/BILLS-117s2126enr.xml
1226,S,117,"A bill to designate the United States courthouse located at 1501 North 6th Street in Harrisburg, Pennsylvania, as the ""Sylvia H. Rambo United States Courthouse"", and for other purposes.",https://api.congress.gov/v3/bill/117/s/1226?format=xml,"Sen. Casey, Robert P., Jr. [D-PA]",Government Operations and Politics,https://www.congress.gov/117/bills/s1226/BILLS-117s1226enr.xml
400,S,117,"William T. Coleman, Jr. and Norman Y. Mineta Department of Transportation Headquarters Act",https://api.congress.gov/v3/bill/117/s/400?format=xml,"Sen. Wicker, Roger F. [R-MS]",Government Operations and Politics,https://www.congress.gov/117/bills/s400/BILLS-117s400enr.xml
960,HR,117,"To designate the facility of the United States Postal Service located at 3493 Burnet Avenue in Cincinnati, Ohio, as the ""John H. Leahr and Herbert M. Heilbrun Post Office"".",https://api.congress.gov/v3/bill/117/hr/960?format=xml,"Rep. Wenstrup, Brad R. [R-OH-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr960/BILLS-117hr960enr.xml
3419,HR,117,"To designate the facility of the United States Postal Service located at 66 Meserole Avenue in Brooklyn, New York, as the ""Joseph R. Lentol Post Office"".",https://api.congress.gov/v3/bill/117/hr/3419?format=xml,"Rep. Maloney, Carolyn B. [D-NY-12]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3419/BILLS-117hr3419enr.xml
3210,HR,117,"To designate the facility of the United States Postal Service located at 1905 15th Street in Boulder, Colorado, as the ""Officer Eric H. Talley Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/3210?format=xml,"Rep. Neguse, Joe [D-CO-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3210/BILLS-117hr3210enr.xml
2044,HR,117,"To designate the facility of the United States Postal Service located at 17 East Main Street in Herington, Kansas, as the ""Captain Emil J. Kapaun Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/2044?format=xml,"Rep. Mann, Tracey [R-KS-1]",Government Operations and Politics,https://www.congress.gov/117/bills/hr2044/BILLS-117hr2044enr.xml
566,S,117,"A bill to designate the facility of the United States Postal Service located at 42 Main Street in Slatersville, Rhode Island, as the ""Specialist Matthew R. Turcotte Post Office"".",https://api.congress.gov/v3/bill/117/s/566?format=xml,"Sen. Reed, Jack [D-RI]",Government Operations and Politics,https://www.congress.gov/117/bills/s566/BILLS-117s566enr.xml
583,S,117,PRICE Act of 2021,https://api.congress.gov/v3/bill/117/s/583?format=xml,"Sen. Peters, Gary C. [D-MI]",Government Operations and Politics,https://www.congress.gov/117/bills/s583/BILLS-117s583enr.xml
4660,HR,117,"To designate the Federal Building and United States Courthouse located at 1125 Chapline Street in Wheeling, West Virginia, as the ""Frederick P. Stamp, Jr. Federal Building and United States Courthouse"".",https://api.congress.gov/v3/bill/117/hr/4660?format=xml,"Rep. McKinley, David B. [R-WV-1]",Government Operations and Politics,https://www.congress.gov/117/bills/hr4660/BILLS-117hr4660enr.xml
