Number,Type,Congress,Title,Url,Summary,Committees,Topics,Related Bills,Sponsor,Subject,Text Access
43,HR,119,Alaska Native Village Municipal Lands Restoration Act of 2025,https://api.congress.gov/v3/bill/119/hr/43?format=xml,No summary available,['Natural Resources Committee'],"['Alaska', 'Alaska Natives and Hawaiians', 'Indian lands and resources rights', 'Land transfers']",,"Rep. Begich, Nicholas [R-AK-At Large]",Native Americans,https://www.congress.gov/119/bills/hr43/BILLS-119hr43enr.xml
42,HR,119,Alaska Native Settlement Trust Eligibility Act,https://api.congress.gov/v3/bill/119/hr/42?format=xml,No summary available,['Natural Resources Committee'],"['Alaska Natives and Hawaiians', 'Disability assistance', 'Food assistance and relief', 'Indian claims', 'Poverty and welfare assistance']",,"Rep. Begich, Nicholas [R-AK-At Large]",Native Americans,https://www.congress.gov/119/bills/hr42/BILLS-119hr42enr.xml
13,SJRES,119,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Office of the Comptroller of the Currency of the Department of the Treasury relating to the review of applications under the Bank Merger Act.",https://api.congress.gov/v3/bill/119/sjres/13?format=xml,No summary available,"['Banking, Housing, and Urban Affairs Committee']","['Administrative law and regulatory procedures', 'Banking and financial institutions regulation', 'Congressional oversight', 'Corporate finance and management', 'Department of the Treasury']","https://api.congress.gov/v3/bill/119/hjres/92?format=xml, https://api.congress.gov/v3/bill/119/hres/426?format=xml","Sen. Kennedy, John [R-LA]",Finance and Financial Sector,https://www.congress.gov/119/bills/sjres13/BILLS-119sjres13enr.xml
31,SJRES,119,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Review of Final Rule Reclassification of Major Sources as Area Sources Under Section 112 of the Clean Air Act"".",https://api.congress.gov/v3/bill/119/sjres/31?format=xml,No summary available,['Environment and Public Works Committee'],"['Administrative law and regulatory procedures', 'Air quality', 'Congressional oversight', 'Environmental Protection Agency (EPA)', 'Legislative rules and procedure']","https://api.congress.gov/v3/bill/119/hjres/79?format=xml, https://api.congress.gov/v3/bill/119/hres/426?format=xml","Sen. Curtis, John R. [R-UT]",Environmental Protection,https://www.congress.gov/119/bills/sjres31/BILLS-119sjres31enr.xml
160,S,119,Aerial Firefighting Enhancement Act of 2025,https://api.congress.gov/v3/bill/119/s/160?format=xml,No summary available,['Armed Services Committee'],"['Aviation and airports', 'Fires', 'Forests, forestry, trees', 'Military assistance, sales, and agreements']",https://api.congress.gov/v3/bill/119/hr/956?format=xml,"Sen. Sheehy, Tim [R-MT]",Armed Forces and National Security,https://www.congress.gov/119/bills/s160/BILLS-119s160enr.xml
89,HJRES,119,"Providing congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""California State Motor Vehicle and Engine and Nonroad Engine Pollution Control Standards; The 'Omnibus' Low NOX Regulation; Waiver of Preemption; Notice of Decision"".",https://api.congress.gov/v3/bill/119/hjres/89?format=xml,No summary available,['Energy and Commerce Committee'],"['Administrative law and regulatory procedures', 'Air quality', 'California', 'Climate change and greenhouse gases', 'Congressional oversight', 'Environmental Protection Agency (EPA)', 'Federal preemption', 'Hybrid, electric, and advanced technology vehicles', 'Motor vehicles']","https://api.congress.gov/v3/bill/119/hres/354?format=xml, https://api.congress.gov/v3/bill/119/sjres/47?format=xml","Rep. Obernolte, Jay [R-CA-23]",Environmental Protection,https://www.congress.gov/119/bills/hjres89/BILLS-119hjres89enr.xml
88,HJRES,119,"Providing congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""California State Motor Vehicle and Engine Pollution Control Standards; Advanced Clean Cars II; Waiver of Preemption; Notice of Decision"".",https://api.congress.gov/v3/bill/119/hjres/88?format=xml,No summary available,['Energy and Commerce Committee'],"['Administrative law and regulatory procedures', 'Air quality', 'California', 'Climate change and greenhouse gases', 'Congressional oversight', 'Environmental Protection Agency (EPA)', 'Federal preemption', 'Hybrid, electric, and advanced technology vehicles', 'Motor vehicles']",https://api.congress.gov/v3/bill/119/hres/354?format=xml,"Rep. Joyce, John [R-PA-13]",Environmental Protection,https://www.congress.gov/119/bills/hjres88/BILLS-119hjres88enr.xml
87,HJRES,119,"Providing congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""California State Motor Vehicle and Engine Pollution Control Standards; Heavy-Duty Vehicle and Engine Emission Warranty and Maintenance Provisions; Advanced Clean Trucks; Zero Emission Airport Shuttle; Zero-Emission Power Train Certification; Waiver of Preemption; Notice of Decision"".",https://api.congress.gov/v3/bill/119/hjres/87?format=xml,No summary available,['Energy and Commerce Committee'],"['Air quality', 'California', 'Climate change and greenhouse gases', 'Federal preemption', 'Legislative rules and procedure', 'Motor carriers', 'Motor vehicles']","https://api.congress.gov/v3/bill/119/sjres/46?format=xml, https://api.congress.gov/v3/bill/119/hres/354?format=xml","Rep. James, John [R-MI-10]",Environmental Protection,https://www.congress.gov/119/bills/hjres87/BILLS-119hjres87enr.xml
28,SJRES,119,"A joint resolution disapproving the rule submitted by the Bureau of Consumer Financial Protection relating to ""Defining Larger Participants of a Market for General-Use Digital Consumer Payment Applications"".",https://api.congress.gov/v3/bill/119/sjres/28?format=xml,No summary available,"['Banking, Housing, and Urban Affairs Committee']","['Administrative law and regulatory procedures', 'Congressional oversight', 'Consumer Financial Protection Bureau', 'Consumer affairs', 'Internet, web applications, social media']","https://api.congress.gov/v3/bill/119/hres/282?format=xml, https://api.congress.gov/v3/bill/119/hres/294?format=xml","Sen. Ricketts, Pete [R-NE]",Finance and Financial Sector,https://www.congress.gov/119/bills/sjres28/BILLS-119sjres28enr.xml
61,HJRES,119,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""National Emission Standards for Hazardous Air Pollutants: Rubber Tire Manufacturing"".",https://api.congress.gov/v3/bill/119/hjres/61?format=xml,No summary available,['Energy and Commerce Committee'],"['Administrative law and regulatory procedures', 'Air quality', 'Climate change and greenhouse gases', 'Congressional oversight', 'Environmental Protection Agency (EPA)', 'Manufacturing', 'Motor vehicles']","https://api.congress.gov/v3/bill/119/hres/177?format=xml, https://api.congress.gov/v3/bill/119/sjres/24?format=xml","Rep. Griffith, H. Morgan [R-VA-9]",Environmental Protection,https://www.congress.gov/119/bills/hjres61/BILLS-119hjres61enr.xml
60,HJRES,119,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Park Service relating to ""Glen Canyon National Recreation Area: Motor Vehicles"".",https://api.congress.gov/v3/bill/119/hjres/60?format=xml,No summary available,['Natural Resources Committee'],"['Administrative law and regulatory procedures', 'Arizona', 'Department of the Interior', 'Land use and conservation', 'Motor vehicles', 'Parks, recreation areas, trails', 'Utah']",https://api.congress.gov/v3/bill/119/hres/354?format=xml,"Rep. Maloy, Celeste [R-UT-2]",Public Lands and Natural Resources,https://www.congress.gov/119/bills/hjres60/BILLS-119hjres60enr.xml
146,S,119,TAKE IT DOWN Act,https://api.congress.gov/v3/bill/119/s/146?format=xml,No summary available,"['Commerce, Science, and Transportation Committee']","['Child safety and welfare', 'Crimes against children', 'Criminal investigation, prosecution, interrogation', 'Digital media', 'Fraud offenses and financial crimes', 'Internet, web applications, social media', 'Pornography', 'Sex offenses']",https://api.congress.gov/v3/bill/119/hr/1768?format=xml,"Sen. Cruz, Ted [R-TX]","Science, Technology, Communications",https://www.congress.gov/119/bills/s146/BILLS-119s146enr.xml
18,SJRES,119,"A joint resolution disapproving the rule submitted by the Bureau of Consumer Financial Protection relating to ""Overdraft Lending: Very Large Financial Institutions"".",https://api.congress.gov/v3/bill/119/sjres/18?format=xml,No summary available,"['Banking, Housing, and Urban Affairs Committee']","['Administrative law and regulatory procedures', 'Bank accounts, deposits, capital', 'Banking and financial institutions regulation', 'Congressional oversight', 'Consumer Financial Protection Bureau', 'User charges and fees']","https://api.congress.gov/v3/bill/119/hres/282?format=xml, https://api.congress.gov/v3/bill/119/hres/294?format=xml, https://api.congress.gov/v3/bill/119/hjres/59?format=xml","Sen. Scott, Tim [R-SC]",Finance and Financial Sector,https://www.congress.gov/119/bills/sjres18/BILLS-119sjres18enr.xml
75,HJRES,119,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Office of Energy Efficiency and Renewable Energy, Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Commercial Refrigerators, Freezers, and Refrigerator-Freezers"".",https://api.congress.gov/v3/bill/119/hjres/75?format=xml,No summary available,['Energy and Commerce Committee'],"['Administrative law and regulatory procedures', 'Department of Energy', 'Energy efficiency and conservation', 'Food industry and services', 'Lighting, heating, cooling']",https://api.congress.gov/v3/bill/119/hres/242?format=xml,"Rep. Goldman, Craig [R-TX-12]",Energy,https://www.congress.gov/119/bills/hjres75/BILLS-119hjres75enr.xml
42,HJRES,119,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to ""Energy Conservation Program for Appliance Standards: Certification Requirements, Labeling Requirements, and Enforcement Provisions for Certain Consumer Products and Commercial Equipment"".",https://api.congress.gov/v3/bill/119/hjres/42?format=xml,No summary available,['Energy and Commerce Committee'],"['Administrative law and regulatory procedures', 'Congressional oversight', 'Consumer affairs', 'Department of Energy', 'Energy efficiency and conservation', 'Environmental technology', 'Industrial policy and productivity', 'Licensing and registrations', 'Lighting, heating, cooling', 'Performance measurement']","https://api.congress.gov/v3/bill/119/hres/177?format=xml, https://api.congress.gov/v3/bill/119/sjres/50?format=xml","Rep. Clyde, Andrew S. [R-GA-9]",Energy,https://www.congress.gov/119/bills/hjres42/BILLS-119hjres42enr.xml
24,HJRES,119,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Walk-In Coolers and Walk-In Freezers"".",https://api.congress.gov/v3/bill/119/hjres/24?format=xml,No summary available,['Energy and Commerce Committee'],"['Administrative law and regulatory procedures', 'Department of Energy', 'Energy efficiency and conservation', 'Food industry and services', 'Lighting, heating, cooling']",https://api.congress.gov/v3/bill/119/hres/242?format=xml,"Rep. Bice, Stephanie I. [R-OK-5]",Energy,https://www.congress.gov/119/bills/hjres24/BILLS-119hjres24enr.xml
20,HJRES,119,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Consumer Gas-fired Instantaneous Water Heaters"".",https://api.congress.gov/v3/bill/119/hjres/20?format=xml,No summary available,['Energy and Commerce Committee'],"['Administrative law and regulatory procedures', 'Department of Energy', 'Energy efficiency and conservation', 'Lighting, heating, cooling', 'Oil and gas']","https://api.congress.gov/v3/bill/119/sjres/4?format=xml, https://api.congress.gov/v3/bill/119/hres/161?format=xml","Rep. Palmer, Gary J. [R-AL-6]",Energy,https://www.congress.gov/119/bills/hjres20/BILLS-119hjres20enr.xml
25,HJRES,119,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Internal Revenue Service relating to ""Gross Proceeds Reporting by Brokers That Regularly Provide Services Effectuating Digital Asset Sales"".",https://api.congress.gov/v3/bill/119/hjres/25?format=xml,No summary available,['Ways and Means Committee'],"['Administrative law and regulatory procedures', 'Congressional oversight', 'Currency', 'Digital media', 'Financial services and investments', 'Internal Revenue Service (IRS)', 'Tax administration and collection, taxpayers']","https://api.congress.gov/v3/bill/119/sjres/3?format=xml, https://api.congress.gov/v3/bill/119/hres/211?format=xml","Rep. Carey, Mike [R-OH-15]",Taxation,https://www.congress.gov/119/bills/hjres25/BILLS-119hjres25enr.xml
35,HJRES,119,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Waste Emissions Charge for Petroleum and Natural Gas Systems: Procedures for Facilitating Compliance, Including Netting and Exemptions"".",https://api.congress.gov/v3/bill/119/hjres/35?format=xml,No summary available,['Energy and Commerce Committee'],"['Administrative law and regulatory procedures', 'Air quality', 'Climate change and greenhouse gases', 'Congressional oversight', 'Environmental Protection Agency (EPA)', 'Oil and gas']","https://api.congress.gov/v3/bill/119/sjres/12?format=xml, https://api.congress.gov/v3/bill/119/hres/161?format=xml","Rep. Pfluger, August [R-TX-11]",Environmental Protection,https://www.congress.gov/119/bills/hjres35/BILLS-119hjres35enr.xml
1968,HR,119,"Full-Year Continuing Appropriations and Extensions Act, 2025",https://api.congress.gov/v3/bill/119/hr/1968?format=xml,No summary available,"['Appropriations Committee', 'Budget Committee']","['Abortion', 'Access Board', 'Accounting and auditing', 'Administrative law and regulatory procedures', 'Administrative remedies', 'Adoption and foster care', 'Advanced technology and technological innovations', 'Advisory bodies', 'Aging', 'Agricultural conservation and pollution', 'Agricultural education', 'Agricultural equipment and machinery', 'Agricultural insurance', 'Agricultural marketing and promotion', 'Agricultural prices, subsidies, credit', 'Agricultural research', 'Agricultural trade', 'Air quality', 'Alabama']",https://api.congress.gov/v3/bill/119/hres/211?format=xml,"Rep. Cole, Tom [R-OK-4]",Economics and Public Finance,https://www.congress.gov/119/bills/hr1968/BILLS-119hr1968enr.xml
11,SJRES,119,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Ocean Energy Management relating to ""Protection of Marine Archaeological Resources"".",https://api.congress.gov/v3/bill/119/sjres/11?format=xml,No summary available,['Energy and Natural Resources Committee'],"['Administrative law and regulatory procedures', 'Archaeology and anthropology', 'Historical and cultural resources', 'Marine and coastal resources, fisheries', 'Oil and gas']","https://api.congress.gov/v3/bill/119/hres/177?format=xml, https://api.congress.gov/v3/bill/119/hjres/62?format=xml","Sen. Kennedy, John [R-LA]",Public Lands and Natural Resources,https://www.congress.gov/119/bills/sjres11/BILLS-119sjres11enr.xml
5,S,119,Laken Riley Act,https://api.congress.gov/v3/bill/119/s/5?format=xml,No summary available,[],"['Border security and unlawful immigration', 'Civil actions and liability', 'Crimes against property', 'Criminal investigation, prosecution, interrogation', 'Detention of persons', 'Immigration status and procedures', 'Intergovernmental relations', 'Refugees, asylum, displaced persons', 'State and local government operations', 'Violent crime', 'Visas and passports']","https://api.congress.gov/v3/bill/119/hr/29?format=xml, https://api.congress.gov/v3/bill/119/hres/53?format=xml, https://api.congress.gov/v3/bill/119/s/149?format=xml","Sen. Britt, Katie Boyd [R-AL]",Immigration,https://www.congress.gov/119/bills/s5/BILLS-119s5enr.xml
