Number,Type,Congress,Title,Url
5404,HR,113,Department of Veterans Affairs Expiring Authorities Act of 2014,https://api.congress.gov/v3/bill/113/hr/5404?format=xml
5441,HR,113,To amend the Federal charter of the Veterans of Foreign Wars of the United States to reflect the service of women in the Armed Forces of the United States.,https://api.congress.gov/v3/bill/113/hr/5441?format=xml
5462,HR,113,"To amend title 49, United States Code, to provide for limitations on the fees charged to passengers of air carriers.",https://api.congress.gov/v3/bill/113/hr/5462?format=xml
5562,HR,113,"To designate the facility of the United States Postal Service located at 801 West Ocean Avenue in Lompoc, California, as the ""Federal Correctional Officer Scott J. Williams Memorial Post Office Building"".",https://api.congress.gov/v3/bill/113/hr/5562?format=xml
5681,HR,113,To provide for the approval of the Amendment to the Agreement Between the Government of the United States of America and the Government of the United Kingdom of Great Britain and Northern Ireland for Cooperation on the Uses of Atomic Energy for Mutual Defense Purposes.,https://api.congress.gov/v3/bill/113/hr/5681?format=xml
5687,HR,113,"To designate the facility of the United States Postal Service located at 101 East Market Street in Long Beach, California, as the ""Juanita Millender-McDonald Post Office"".",https://api.congress.gov/v3/bill/113/hr/5687?format=xml
5705,HR,113,Propane Education and Research Enhancement Act of 2014,https://api.congress.gov/v3/bill/113/hr/5705?format=xml
5728,HR,113,STELA Reauthorization Act of 2014,https://api.congress.gov/v3/bill/113/hr/5728?format=xml
5771,HR,113,Tax Increase Prevention Act of 2014,https://api.congress.gov/v3/bill/113/hr/5771?format=xml
5816,HR,113,To extend the authorization for the United States Commission on International Religious Freedom.,https://api.congress.gov/v3/bill/113/hr/5816?format=xml
5859,HR,113,Ukraine Freedom Support Act of 2014,https://api.congress.gov/v3/bill/113/hr/5859?format=xml
28,SJRES,113,A joint resolution providing for the appointment of John Fahey as a citizen regent of the Board of Regents of the Smithsonian Institution.,https://api.congress.gov/v3/bill/113/sjres/28?format=xml
29,SJRES,113,A joint resolution providing for the appointment of Risa Lavizzo-Mourey as a citizen regent of the Board of Regents of the Smithsonian Institution.,https://api.congress.gov/v3/bill/113/sjres/29?format=xml
32,SJRES,113,A joint resolution providing for the reappointment of John W. McCarter as a citizen regent of the Board of Regents of the Smithsonian Institution.,https://api.congress.gov/v3/bill/113/sjres/32?format=xml
40,SJRES,113,A joint resolution providing for the appointment of Michael Lynton as a citizen regent of the Board of Regents of the Smithsonian Institution.,https://api.congress.gov/v3/bill/113/sjres/40?format=xml
23,S,113,Sleeping Bear Dunes National Lakeshore Conservation and Recreation Act,https://api.congress.gov/v3/bill/113/s/23?format=xml
25,S,113,"To ensure that the reduced annual cost-of-living adjustment to the retired pay of members and former members of the Armed Forces under the age of 62 required by the Bipartisan Budget Act of 2013 will not apply to members or former members who first became members prior to January 1, 2014, and for other purposes.",https://api.congress.gov/v3/bill/113/s/25?format=xml
47,S,113,Violence Against Women Reauthorization Act of 2013,https://api.congress.gov/v3/bill/113/s/47?format=xml
130,S,113,Powell Shooting Range Land Conveyance Act,https://api.congress.gov/v3/bill/113/s/130?format=xml
157,S,113,Denali National Park Improvement Act,https://api.congress.gov/v3/bill/113/s/157?format=xml
229,S,113,Corporal Michael J. Crescenz Act of 2013,https://api.congress.gov/v3/bill/113/s/229?format=xml
230,S,113,"A bill to authorize the Peace Corps Commemorative Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",https://api.congress.gov/v3/bill/113/s/230?format=xml
231,S,113,Multinational Species Conservation Funds Semipostal Stamp Reauthorization Act of 2013,https://api.congress.gov/v3/bill/113/s/231?format=xml
4838,HR,113,"To redesignate the railroad station located at 2955 Market Street in Philadelphia, Pennsylvania, commonly known as ""30th Street Station"", as the ""William H. Gray III 30th Street Station"".",https://api.congress.gov/v3/bill/113/hr/4838?format=xml
5069,HR,113,Federal Duck Stamp Act of 2014,https://api.congress.gov/v3/bill/113/hr/5069?format=xml
5062,HR,113,Examination and Supervisory Privilege Parity Act of 2014,https://api.congress.gov/v3/bill/113/hr/5062?format=xml
5057,HR,113,EPS Service Parts Act of 2014,https://api.congress.gov/v3/bill/113/hr/5057?format=xml
5050,HR,113,"May 31, 1918 Act Repeal Act",https://api.congress.gov/v3/bill/113/hr/5050?format=xml
5030,HR,113,"To designate the facility of the United States Postal Service located at 13500 SW 250 Street in Princeton, Florida, as the ""Corporal Christian A. Guzman Rivera Post Office Building"".",https://api.congress.gov/v3/bill/113/hr/5030?format=xml
5021,HR,113,Highway and Transportation Funding Act of 2014,https://api.congress.gov/v3/bill/113/hr/5021?format=xml
4994,HR,113,IMPACT Act of 2014,https://api.congress.gov/v3/bill/113/hr/4994?format=xml
4980,HR,113,Preventing Sex Trafficking and Strengthening Families Act,https://api.congress.gov/v3/bill/113/hr/4980?format=xml
4939,HR,113,"To designate the facility of the United States Postal Service located at 2551 Galena Avenue in Simi Valley, California, as the ""Neil Havens Post Office"".",https://api.congress.gov/v3/bill/113/hr/4939?format=xml
4926,HR,113,"To designate a segment of Interstate Route 35 in the State of Minnesota as the ""James L. Oberstar Memorial Highway"".",https://api.congress.gov/v3/bill/113/hr/4926?format=xml
4924,HR,113,Bill Williams River Water Rights Settlement Act of 2014,https://api.congress.gov/v3/bill/113/hr/4924?format=xml
4919,HR,113,"To designate the facility of the United States Postal Service located at 715 Shawan Falls Drive in Dublin, Ohio, as the ""Lance Corporal Wesley G. Davids and Captain Nicholas J. Rozanski Memorial Post Office"".",https://api.congress.gov/v3/bill/113/hr/4919?format=xml
4812,HR,113,Honor Flight Act,https://api.congress.gov/v3/bill/113/hr/4812?format=xml
4809,HR,113,"To reauthorize the Defense Production Act, to improve the Defense Production Act Committee, and for other purposes.",https://api.congress.gov/v3/bill/113/hr/4809?format=xml
4771,HR,113,Designer Anabolic Steroid Control Act of 2014,https://api.congress.gov/v3/bill/113/hr/4771?format=xml
4751,HR,113,"To make technical corrections to Public Law 110-229 to reflect the renaming of the Bainbridge Island Japanese American Exclusion Memorial, and for other purposes.",https://api.congress.gov/v3/bill/113/hr/4751?format=xml
4651,HR,113,"To designate the facility of the United States Postal Service located at 601 West Baker Road in Baytown, Texas, as the ""Specialist Keith Erin Grace, Jr. Memorial Post Office"".",https://api.congress.gov/v3/bill/113/hr/4651?format=xml
4631,HR,113,Autism CARES Act of 2014,https://api.congress.gov/v3/bill/113/hr/4631?format=xml
4488,HR,113,Gold Medal Technical Corrections Act of 2014,https://api.congress.gov/v3/bill/113/hr/4488?format=xml
4443,HR,113,"To designate the facility of the United States Postal Service located at 90 Vermilyea Avenue, in New York, New York, as the ""Corporal Juan Mariel Alcantara Post Office Building"".",https://api.congress.gov/v3/bill/113/hr/4443?format=xml
4416,HR,113,"To redesignate the facility of the United States Postal Service located at 161 Live Oak Street in Miami, Arizona, as the ""Staff Sergeant Manuel V. Mendoza Post Office Building"".",https://api.congress.gov/v3/bill/113/hr/4416?format=xml
4386,HR,113,Money Remittances Improvement Act of 2014,https://api.congress.gov/v3/bill/113/hr/4386?format=xml
5106,HR,113,"To designate the facility of the United States Postal Service located at 100 Admiral Callaghan Lane in Vallejo, California, as the ""Philmore Graham Post Office Building"".",https://api.congress.gov/v3/bill/113/hr/5106?format=xml
5108,HR,113,"To establish the Law School Clinic Certification Program of the United States Patent and Trademark Office, and for other purposes.",https://api.congress.gov/v3/bill/113/hr/5108?format=xml
5134,HR,113,To extend the National Advisory Committee on Institutional Quality and Integrity and the Advisory Committee on Student Financial Assistance for one year.,https://api.congress.gov/v3/bill/113/hr/5134?format=xml
4007,HR,113,Protecting and Securing Chemical Facilities from Terrorist Attacks Act of 2014,https://api.congress.gov/v3/bill/113/hr/4007?format=xml
3957,HR,113,"To designate the facility of the United States Postal Service located at 218-10 Merrick Boulevard in Springfield Gardens, New York, as the ""Cynthia Jenkins Post Office Building"".",https://api.congress.gov/v3/bill/113/hr/3957?format=xml
3771,HR,113,Philippines Charitable Giving Assistance Act,https://api.congress.gov/v3/bill/113/hr/3771?format=xml
3765,HR,113,"To designate the facility of the United States Postal Service located at 198 Baker Street in Corning, New York, as the ""Specialist Ryan P. Jayne Post Office Building"".",https://api.congress.gov/v3/bill/113/hr/3765?format=xml
3716,HR,113,Pyramid Lake Paiute Tribe - Fish Springs Ranch Settlement Act,https://api.congress.gov/v3/bill/113/hr/3716?format=xml
3682,HR,113,"To designate the community based outpatient clinic of the Department of Veterans Affairs located at 1961 Premier Drive in Mankato, Minnesota, as the ""Lyle C. Pearson Community Based Outpatient Clinic"".",https://api.congress.gov/v3/bill/113/hr/3682?format=xml
3658,HR,113,Monuments Men Recognition Act of 2014,https://api.congress.gov/v3/bill/113/hr/3658?format=xml
4197,HR,113,All Circuit Review Extension Act,https://api.congress.gov/v3/bill/113/hr/4197?format=xml
4194,HR,113,Government Reports Elimination Act of 2014,https://api.congress.gov/v3/bill/113/hr/4194?format=xml
4193,HR,113,Smart Savings Act,https://api.congress.gov/v3/bill/113/hr/4193?format=xml
4192,HR,113,"To amend the Act entitled ""An Act to regulate the height of buildings in the District of Columbia"" to clarify the rules of the District of Columbia regarding human occupancy of penthouses above the top story of the building upon which the penthouse is placed.",https://api.congress.gov/v3/bill/113/hr/4192?format=xml
4189,HR,113,"To designate the facility of the United States Postal Service located at 4000 Leap Road in Hilliard, Ohio, as the ""Master Sergeant Shawn T. Hannon,  Master Sergeant Jeffrey J. Rieck and Veterans Memorial Post Office Building"".",https://api.congress.gov/v3/bill/113/hr/4189?format=xml
4152,HR,113,"Support for the Sovereignty, Integrity, Democracy, and Economic Stability of Ukraine Act of 2014",https://api.congress.gov/v3/bill/113/hr/4152?format=xml
4120,HR,113,To amend the National Law Enforcement Museum Act to extend the termination date.,https://api.congress.gov/v3/bill/113/hr/4120?format=xml
4076,HR,113,HHEATT Act of 2014,https://api.congress.gov/v3/bill/113/hr/4076?format=xml
4067,HR,113,To provide for the extension of the enforcement instruction on supervision requirements for outpatient therapeutic services in critical access and small rural hospitals through 2014.,https://api.congress.gov/v3/bill/113/hr/4067?format=xml
4360,HR,113,"To designate the facility of the United States Forest Service for the Grandfather Ranger District located at 109 Lawing Drive in Nebo, North Carolina, as the ""Jason Crisp Forest Service Building"".",https://api.congress.gov/v3/bill/113/hr/4360?format=xml
4323,HR,113,Debbie Smith Reauthorization Act of 2014,https://api.congress.gov/v3/bill/113/hr/4323?format=xml
4302,HR,113,Protecting Access to Medicare Act of 2014,https://api.congress.gov/v3/bill/113/hr/4302?format=xml
4276,HR,113,Veterans Traumatic Brain Injury Care Improvement Act of 2014,https://api.congress.gov/v3/bill/113/hr/4276?format=xml
4275,HR,113,Cooperative and Small Employer Charity Pension Flexibility Act,https://api.congress.gov/v3/bill/113/hr/4275?format=xml
4199,HR,113,"To name the Department of Veterans Affairs medical center in Waco, Texas, as the ""Doris Miller Department of Veterans Affairs Medical Center"".",https://api.congress.gov/v3/bill/113/hr/4199?format=xml
4032,HR,113,North Texas Invasive Species Barrier Act of 2014,https://api.congress.gov/v3/bill/113/hr/4032?format=xml
4030,HR,113,"To designate the facility of the United States Postal Service located at 18640 NW 2nd Avenue in Miami, Florida, as the ""Father Richard Marquess-Barry Post Office Building"".",https://api.congress.gov/v3/bill/113/hr/4030?format=xml
4028,HR,113,To amend the International Religious Freedom Act of 1998 to include the desecration of cemeteries among the many forms of violations of the right to religious freedom.,https://api.congress.gov/v3/bill/113/hr/4028?format=xml
3979,HR,113,"Carl Levin and Howard P. ""Buck"" McKeon National Defense Authorization Act for Fiscal Year 2015",https://api.congress.gov/v3/bill/113/hr/3979?format=xml
3547,HR,113,"Consolidated Appropriations Act, 2014",https://api.congress.gov/v3/bill/113/hr/3547?format=xml
3304,HR,113,National Defense Authorization Act for Fiscal Year 2014,https://api.congress.gov/v3/bill/113/hr/3304?format=xml
3302,HR,113,"To name the Department of Veterans Affairs medical center in Bay Pines, Florida, as the ""C.W. Bill Young Department of Veterans Affairs Medical Center"".",https://api.congress.gov/v3/bill/113/hr/3302?format=xml
3233,HR,113,To extend the period during which Iraqis who were employed by the United States Government in Iraq may be granted special immigrant status and to temporarily increase the fee or surcharge for processing machine-readable nonimmigrant visas.,https://api.congress.gov/v3/bill/113/hr/3233?format=xml
3230,HR,113,"Veterans Access, Choice, and Accountability Act of 2014",https://api.congress.gov/v3/bill/113/hr/3230?format=xml
3210,HR,113,Pay Our Military Act,https://api.congress.gov/v3/bill/113/hr/3210?format=xml
3212,HR,113,Sean and David Goldman International Child Abduction Prevention and Return Act of 2014,https://api.congress.gov/v3/bill/113/hr/3212?format=xml
3204,HR,113,Drug Quality and Security Act,https://api.congress.gov/v3/bill/113/hr/3204?format=xml
3190,HR,113,United States Parole Commission Extension Act of 2013,https://api.congress.gov/v3/bill/113/hr/3190?format=xml
3110,HR,113,Huna Tlingit Traditional Gull Egg Use Act,https://api.congress.gov/v3/bill/113/hr/3110?format=xml
3096,HR,113,"To designate the building occupied by the Federal Bureau of Investigation located at 801 Follin Lane, Vienna, Virginia, as the ""Michael D. Resnick Terrorist Screening Center"".",https://api.congress.gov/v3/bill/113/hr/3096?format=xml
3527,HR,113,Poison Center Network Act,https://api.congress.gov/v3/bill/113/hr/3527?format=xml
3472,HR,113,"To designate the facility of the United States Postal Service located at 13127 Broadway Street in Alden, New York, as the ""Sergeant Brett E. Gornewicz Memorial Post Office"".",https://api.congress.gov/v3/bill/113/hr/3472?format=xml
3374,HR,113,American Savings Promotion Act,https://api.congress.gov/v3/bill/113/hr/3374?format=xml
3370,HR,113,Homeowner Flood Insurance Affordability Act of 2014,https://api.congress.gov/v3/bill/113/hr/3370?format=xml
3343,HR,113,To amend the District of Columbia Home Rule Act to clarify the rules regarding the determination of the compensation of the Chief Financial Officer of the District of Columbia.,https://api.congress.gov/v3/bill/113/hr/3343?format=xml
3468,HR,113,Credit Union Share Insurance Fund Parity Act,https://api.congress.gov/v3/bill/113/hr/3468?format=xml
3458,HR,113,Fallen Firefighters Assistance Tax Clarification Act of 2013,https://api.congress.gov/v3/bill/113/hr/3458?format=xml
3375,HR,113,"To designate the community-based outpatient clinic of the Department of Veterans Affairs to be constructed at 3141 Centennial Boulevard, Colorado Springs, Colorado, as the ""PFC Floyd K. Lindstrom Department of Veterans Affairs Clinic"".",https://api.congress.gov/v3/bill/113/hr/3375?format=xml
3627,HR,113,Kilah Davenport Child Protection Act of 2013,https://api.congress.gov/v3/bill/113/hr/3627?format=xml
3329,HR,113,"To enhance the ability of community financial institutions to foster economic growth and serve their communities, boost small businesses, increase individual savings, and for other purposes.",https://api.congress.gov/v3/bill/113/hr/3329?format=xml
3626,HR,113,To extend the Undetectable Firearms Act of 1988 for 10 years.,https://api.congress.gov/v3/bill/113/hr/3626?format=xml
3608,HR,113,Grand Portage Band Per Capita Adjustment Act,https://api.congress.gov/v3/bill/113/hr/3608?format=xml
3588,HR,113,Community Fire Safety Act of 2013,https://api.congress.gov/v3/bill/113/hr/3588?format=xml
3572,HR,113,To revise the boundaries of certain John H. Chafee Coastal Barrier Resources System units.,https://api.congress.gov/v3/bill/113/hr/3572?format=xml
3548,HR,113,Improving Trauma Care Act of 2014,https://api.congress.gov/v3/bill/113/hr/3548?format=xml
3534,HR,113,"To designate the facility of the United States Postal Service located at 113 West Michigan Avenue in Jackson, Michigan, as the ""Officer James Bonneau Memorial Post Office"".",https://api.congress.gov/v3/bill/113/hr/3534?format=xml
3487,HR,113,"To amend the Federal Election Campaign Act to extend through 2018 the authority of the Federal Election Commission to impose civil money penalties on the basis of a schedule of penalties established and published by the Commission, to expand such authority to certain other violations, and for other purposes.",https://api.congress.gov/v3/bill/113/hr/3487?format=xml
2747,HR,113,Streamlining Claims Processing for Federal Contractor Employees Act,https://api.congress.gov/v3/bill/113/hr/2747?format=xml
2719,HR,113,Transportation Security Acquisition Reform Act,https://api.congress.gov/v3/bill/113/hr/2719?format=xml
2678,HR,113,"To designate the facility of the United States Postal Service located at 10360 Southwest 186th Street in Miami, Florida, as the ""Larcenia J. Bullard Post Office Building"".",https://api.congress.gov/v3/bill/113/hr/2678?format=xml
2650,HR,113,Fond du Lac Band of Lake Superior Chippewa Non-Intercourse Act of 2013,https://api.congress.gov/v3/bill/113/hr/2650?format=xml
2642,HR,113,"Agriculture Reform, Food, and Jobs Act of 2013",https://api.congress.gov/v3/bill/113/hr/2642?format=xml
2640,HR,113,Crooked River Collaborative Water Security and Jobs Act of 2014,https://api.congress.gov/v3/bill/113/hr/2640?format=xml
2611,HR,113,"To designate the headquarters building of the Coast Guard on the campus located at 2701 Martin Luther King, Jr., Avenue Southeast in the District of Columbia as the ""Douglas A. Munro Coast Guard Headquarters Building"", and for other purposes.",https://api.congress.gov/v3/bill/113/hr/2611?format=xml
2600,HR,113,To amend the Interstate Land Sales Full Disclosure Act to clarify how the Act applies to condominiums.,https://api.congress.gov/v3/bill/113/hr/2600?format=xml
2576,HR,113,"To amend title 49, United States Code, to modify requirements relating to the availability of pipeline safety regulatory documents, and for other purposes.",https://api.congress.gov/v3/bill/113/hr/2576?format=xml
2591,HR,113,To amend certain provisions of the FAA Modernization and Reform Act of 2012.,https://api.congress.gov/v3/bill/113/hr/2591?format=xml
3095,HR,113,"To ensure that any new or revised requirement providing for the screening, testing, or treatment of individuals operating commercial motor vehicles for sleep disorders is adopted pursuant to a rulemaking proceeding, and for other purposes.",https://api.congress.gov/v3/bill/113/hr/3095?format=xml
3092,HR,113,"E. Clay Shaw, Jr. Missing Children's Assistance Reauthorization Act of 2013",https://api.congress.gov/v3/bill/113/hr/3092?format=xml
3085,HR,113,"To designate the facility of the United States Postal Service located at 3349 West 111th Street in Chicago, Illinois, as the ""Captain Herbert Johnson Memorial Post Office Building"".",https://api.congress.gov/v3/bill/113/hr/3085?format=xml
3080,HR,113,Water Resources Reform and Development Act of 2014,https://api.congress.gov/v3/bill/113/hr/3080?format=xml
3060,HR,113,"To designate the facility of the United States Postal Service located at 232 Southwest Johnson Avenue in Burleson, Texas, as the ""Sergeant William Moody Post Office Building"".",https://api.congress.gov/v3/bill/113/hr/3060?format=xml
3044,HR,113,"To approve the transfer of Yellow Creek Port properties in Iuka, Mississippi.",https://api.congress.gov/v3/bill/113/hr/3044?format=xml
3027,HR,113,"To designate the facility of the United States Postal Service located at 442 Miller Valley Road in Prescott, Arizona, as the ""Barry M. Goldwater Post Office"".",https://api.congress.gov/v3/bill/113/hr/3027?format=xml
